group_by	group_level	n_cells	feature_id	feature_name	target_class	assay	feature	mean_CLR	mean_ADT_CLR	mean_HTO_CLR	status	message
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	FADT0159	mAOC-CD28	gene	ADT	mAOC-CD28	0.0226528868825314	0.0226528868825314	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	FADT0159	mAOC-CD28	gene	ADT	mAOC-CD28	0.0212249176876241	0.0212249176876241	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	FADT0159	mAOC-CD28	gene	ADT	mAOC-CD28	0.0151610895190229	0.0151610895190229	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MKP	565	FADT0159	mAOC-CD28	gene	ADT	mAOC-CD28	0.0502302566379067	0.0502302566379067	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	FADT0159	mAOC-CD28	gene	ADT	mAOC-CD28	0.113609300325569	0.113609300325569	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	FADT0159	mAOC-CD28	gene	ADT	mAOC-CD28	0.464264681811318	0.464264681811318	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	B	652	FADT0160	mAOC-CD161	gene	ADT	mAOC-CD161	0.133462993679972	0.133462993679972	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	CLP	506	FADT0160	mAOC-CD161	gene	ADT	mAOC-CD161	0.0599861803306031	0.0599861803306031	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	FADT0160	mAOC-CD161	gene	ADT	mAOC-CD161	0.0156754144548264	0.0156754144548264	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	FADT0160	mAOC-CD161	gene	ADT	mAOC-CD161	0.0443086898991079	0.0443086898991079	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	FADT0160	mAOC-CD161	gene	ADT	mAOC-CD161	0.0265456349136306	0.0265456349136306	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	FADT0160	mAOC-CD161	gene	ADT	mAOC-CD161	0.0205100201477626	0.0205100201477626	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MKP	565	FADT0160	mAOC-CD161	gene	ADT	mAOC-CD161	0.0555474832801496	0.0555474832801496	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	FADT0160	mAOC-CD161	gene	ADT	mAOC-CD161	0.130189734786463	0.130189734786463	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	FADT0160	mAOC-CD161	gene	ADT	mAOC-CD161	0.573450650397814	0.573450650397814	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	B	652	FADT0161	mAOC-CD38	gene	ADT	mAOC-CD38	3.98129160003969	3.98129160003969	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	CLP	506	FADT0161	mAOC-CD38	gene	ADT	mAOC-CD38	3.29220517568028	3.29220517568028	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	FADT0161	mAOC-CD38	gene	ADT	mAOC-CD38	4.46531720363702	4.46531720363702	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	FADT0161	mAOC-CD38	gene	ADT	mAOC-CD38	4.61683111506275	4.61683111506275	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	FADT0161	mAOC-CD38	gene	ADT	mAOC-CD38	3.01181424991942	3.01181424991942	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	FADT0161	mAOC-CD38	gene	ADT	mAOC-CD38	3.26670639931547	3.26670639931547	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MKP	565	FADT0161	mAOC-CD38	gene	ADT	mAOC-CD38	3.41387904117918	3.41387904117918	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	FADT0161	mAOC-CD38	gene	ADT	mAOC-CD38	2.82106963579745	2.82106963579745	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	FADT0161	mAOC-CD38	gene	ADT	mAOC-CD38	4.27309115220156	4.27309115220156	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	B	652	FADT0166	mAOC-CD1d	gene	ADT	mAOC-CD1d	0.106946045290603	0.106946045290603	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	CLP	506	FADT0166	mAOC-CD1d	gene	ADT	mAOC-CD1d	0.0632460840096357	0.0632460840096357	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	FADT0166	mAOC-CD1d	gene	ADT	mAOC-CD1d	0.0230124702737063	0.0230124702737063	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	FADT0166	mAOC-CD1d	gene	ADT	mAOC-CD1d	0.0422393019186813	0.0422393019186813	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	FADT0166	mAOC-CD1d	gene	ADT	mAOC-CD1d	0.040541302072385	0.040541302072385	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	FADT0166	mAOC-CD1d	gene	ADT	mAOC-CD1d	0.0237370129807142	0.0237370129807142	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MKP	565	FADT0166	mAOC-CD1d	gene	ADT	mAOC-CD1d	0.0498284200564141	0.0498284200564141	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	FADT0166	mAOC-CD1d	gene	ADT	mAOC-CD1d	0.128261686551632	0.128261686551632	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	FADT0166	mAOC-CD1d	gene	ADT	mAOC-CD1d	0.377846610329887	0.377846610329887	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	B	652	FADT0167	mAOC-CD22	gene	ADT	mAOC-CD22	3.03392432329295	3.03392432329295	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	CLP	506	FADT0167	mAOC-CD22	gene	ADT	mAOC-CD22	1.22903368148732	1.22903368148732	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	FADT0167	mAOC-CD22	gene	ADT	mAOC-CD22	0.0294527316884023	0.0294527316884023	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	FADT0167	mAOC-CD22	gene	ADT	mAOC-CD22	0.104939875812475	0.104939875812475	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	FADT0167	mAOC-CD22	gene	ADT	mAOC-CD22	0.113882296140018	0.113882296140018	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	FADT0167	mAOC-CD22	gene	ADT	mAOC-CD22	0.0200390833064656	0.0200390833064656	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MKP	565	FADT0167	mAOC-CD22	gene	ADT	mAOC-CD22	0.0537289012696247	0.0537289012696247	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	FADT0167	mAOC-CD22	gene	ADT	mAOC-CD22	0.240964962718188	0.240964962718188	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	FADT0167	mAOC-CD22	gene	ADT	mAOC-CD22	1.07729233799779	1.07729233799779	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	B	652	FADT0170	Tag-ALFA	gene	ADT	Tag-ALFA	0.0747924121492042	0.0747924121492042	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	CLP	506	FADT0170	Tag-ALFA	gene	ADT	Tag-ALFA	0.029318374607635	0.029318374607635	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	FADT0170	Tag-ALFA	gene	ADT	Tag-ALFA	0.0174713011118076	0.0174713011118076	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	FADT0170	Tag-ALFA	gene	ADT	Tag-ALFA	0.0253621577406186	0.0253621577406186	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	FADT0170	Tag-ALFA	gene	ADT	Tag-ALFA	0.0276826738369097	0.0276826738369097	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	FADT0170	Tag-ALFA	gene	ADT	Tag-ALFA	0.0219207556714184	0.0219207556714184	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	MKP	565	FADT0170	Tag-ALFA	gene	ADT	Tag-ALFA	0.0946378808076809	0.0946378808076809	NA	ok	
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	FADT0170	Tag-ALFA	gene	ADT	Tag-ALFA	0.0737547674348454	0.0737547674348454	NA	ok	
