group_by	group_level	n_cells	feature_id	feature_name	target_class	validation_assay	validation_feature	mean_ADT_CLR	status	message	mean_RNA_lognormalized
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0540	mAOC-CD117	gene	RNA	KIT	0.0487899847157318	ok		0.00282711328514577
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0540	mAOC-CD117	gene	RNA	KIT	0.019991885586515	ok		0.113527370149939
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0540	mAOC-CD117	gene	RNA	KIT	0.0157202155335917	ok		0.350001436279507
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0540	mAOC-CD117	gene	RNA	KIT	0.0233577611718072	ok		0.303411522198316
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0540	mAOC-CD117	gene	RNA	KIT	0.0222174334392712	ok		0.103308042913043
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0540	mAOC-CD117	gene	RNA	KIT	0.0194530489971367	ok		0.163310393946877
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0540	mAOC-CD117	gene	RNA	KIT	0.0637551741063514	ok		0.0982925301716081
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0540	mAOC-CD117	gene	RNA	KIT	0.356011763688832	ok		0
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0540	mAOC-CD117	gene	RNA	KIT	0.187309315199691	ok		0.0139252562251836
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0541	mAOC-KLB	gene	RNA	KLB	1.04521521245641	ok		0.00357767928271497
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0541	mAOC-KLB	gene	RNA	KLB	0.0412127798639382	ok		0
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0541	mAOC-KLB	gene	RNA	KLB	0.0171785950275154	ok		0.00370949549127581
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0541	mAOC-KLB	gene	RNA	KLB	0.0219824214653992	ok		0
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0541	mAOC-KLB	gene	RNA	KLB	0.0147550526350865	ok		0.00340891998308584
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0541	mAOC-KLB	gene	RNA	KLB	0.0331546271934419	ok		0.000485573729668854
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0541	mAOC-KLB	gene	RNA	KLB	0.125085230839451	ok		0.000636499488101145
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0541	mAOC-KLB	gene	RNA	KLB	0.164709819685445	ok		0
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0541	mAOC-KLB	gene	RNA	KLB	0.326935449949833	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0542	mAOC-CD107a	gene	RNA	LAMP1	0.0208482304124649	ok		0.0655490483049127
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0542	mAOC-CD107a	gene	RNA	LAMP1	0.00911886103121717	ok		0.0690328505127903
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0542	mAOC-CD107a	gene	RNA	LAMP1	0.0104746370026378	ok		0.0807328616715195
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0542	mAOC-CD107a	gene	RNA	LAMP1	0.0153150108102366	ok		0.117173847219669
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0542	mAOC-CD107a	gene	RNA	LAMP1	0.0129968512172581	ok		0.0629105240330769
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0542	mAOC-CD107a	gene	RNA	LAMP1	0.0101168524355272	ok		0.0497121579099221
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0542	mAOC-CD107a	gene	RNA	LAMP1	0.0374834767274811	ok		0.0602994861031675
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0542	mAOC-CD107a	gene	RNA	LAMP1	0.0395736304170202	ok		0.130463640032992
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0542	mAOC-CD107a	gene	RNA	LAMP1	0.133207108992552	ok		0.0930484102356195
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0543	mAOC-GARP	gene	RNA	LRRC32	0.0153517032598036	ok		0.0303431981033088
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0543	mAOC-GARP	gene	RNA	LRRC32	0.00677546318955391	ok		0
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0543	mAOC-GARP	gene	RNA	LRRC32	0.0103318100134646	ok		0.00203032473024479
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0543	mAOC-GARP	gene	RNA	LRRC32	0.0135450242485498	ok		0.000955551507985811
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0543	mAOC-GARP	gene	RNA	LRRC32	0.00784906733057741	ok		0.00386997460611553
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0543	mAOC-GARP	gene	RNA	LRRC32	0.00869507670827676	ok		0.00216903834191938
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0543	mAOC-GARP	gene	RNA	LRRC32	0.0407544444553377	ok		0.0235887686150455
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0543	mAOC-GARP	gene	RNA	LRRC32	0.0220603581503723	ok		0
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0543	mAOC-GARP	gene	RNA	LRRC32	0.0642979520926664	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0544	mAOC-MICA	gene	RNA	MICA	0.0244175492893149	ok		0.00104822165512908
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0544	mAOC-MICA	gene	RNA	MICA	0.0132413180764991	ok		0.0771930654217297
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0544	mAOC-MICA	gene	RNA	MICA	0.0154999176767857	ok		0.0804878031821933
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0544	mAOC-MICA	gene	RNA	MICA	0.023066512202671	ok		0.0964810600856537
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0544	mAOC-MICA	gene	RNA	MICA	0.0194437120943152	ok		0.110117716219886
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0544	mAOC-MICA	gene	RNA	MICA	0.0191852562190056	ok		0.0804342654538952
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0544	mAOC-MICA	gene	RNA	MICA	0.0399030635001676	ok		0.0830888182501864
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0544	mAOC-MICA	gene	RNA	MICA	0.0974816648583761	ok		0.05462792661896
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0544	mAOC-MICA	gene	RNA	MICA	0.119999201034116	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0545	mAOC-CD335	gene	RNA	NCR1	0.0402842932589438	ok		0
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0545	mAOC-CD335	gene	RNA	NCR1	0.0291262237713574	ok		0
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0545	mAOC-CD335	gene	RNA	NCR1	0.0323054131268278	ok		0.00468660846573134
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0545	mAOC-CD335	gene	RNA	NCR1	0.0388121666693227	ok		0.000508345669712105
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0545	mAOC-CD335	gene	RNA	NCR1	0.0357215582148876	ok		0.000342827180060531
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0545	mAOC-CD335	gene	RNA	NCR1	0.0307414916918659	ok		0.0012006474346731
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0545	mAOC-CD335	gene	RNA	NCR1	0.0834143493845092	ok		0.000767431491234938
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0545	mAOC-CD335	gene	RNA	NCR1	0.0735703752307856	ok		0.0162078102634378
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0545	mAOC-CD335	gene	RNA	NCR1	0.199350872108258	ok		0.119124021281934
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0548	mAOC-SLC40A1	gene	RNA	SLC40A1	0.0413946766285202	ok		0
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0548	mAOC-SLC40A1	gene	RNA	SLC40A1	0.0262130952453793	ok		0.0181982304741942
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0548	mAOC-SLC40A1	gene	RNA	SLC40A1	0.0172136805816345	ok		0.42311922600926
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0548	mAOC-SLC40A1	gene	RNA	SLC40A1	0.0361537239769533	ok		0.0975746819688469
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0548	mAOC-SLC40A1	gene	RNA	SLC40A1	0.0322113182770671	ok		0.0492026338575693
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0548	mAOC-SLC40A1	gene	RNA	SLC40A1	0.0255182842796614	ok		0.0970685412765422
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0548	mAOC-SLC40A1	gene	RNA	SLC40A1	0.0614015018643002	ok		0.156967696188729
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0548	mAOC-SLC40A1	gene	RNA	SLC40A1	0.105983194750772	ok		0.0087370570243217
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0548	mAOC-SLC40A1	gene	RNA	SLC40A1	0.206268277706861	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0549	mAOC-CD366	gene	RNA	HAVCR2	0.281350857258032	ok		0.00724932964061672
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0549	mAOC-CD366	gene	RNA	HAVCR2	1.75838065966258	ok		0.366375090212094
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0549	mAOC-CD366	gene	RNA	HAVCR2	0.305523859038766	ok		0.192116866361892
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0549	mAOC-CD366	gene	RNA	HAVCR2	0.41721735597821	ok		0.262498056050481
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0549	mAOC-CD366	gene	RNA	HAVCR2	1.08790504060881	ok		0.314250210422459
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0549	mAOC-CD366	gene	RNA	HAVCR2	0.274640370156942	ok		0.372320182632216
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0549	mAOC-CD366	gene	RNA	HAVCR2	0.411730142825178	ok		0.230104162478102
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0549	mAOC-CD366	gene	RNA	HAVCR2	1.23203013539435	ok		0.670711586604507
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0549	mAOC-CD366	gene	RNA	HAVCR2	0.816362620851197	ok		0.21967959794115
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0550	mAOC-CD262	gene	RNA	TNFRSF10B	0.0189410428708348	ok		0.0183594647048306
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0550	mAOC-CD262	gene	RNA	TNFRSF10B	0.00916570541442507	ok		0.317726473914729
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0550	mAOC-CD262	gene	RNA	TNFRSF10B	0.0107324718890292	ok		0.314011105593915
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0550	mAOC-CD262	gene	RNA	TNFRSF10B	0.0142830365697159	ok		0.203048763530988
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0550	mAOC-CD262	gene	RNA	TNFRSF10B	0.0110538493549889	ok		0.40661259555678
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0550	mAOC-CD262	gene	RNA	TNFRSF10B	0.0132061821711976	ok		0.254545910042642
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0550	mAOC-CD262	gene	RNA	TNFRSF10B	0.027948033980117	ok		0.298580753212864
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0550	mAOC-CD262	gene	RNA	TNFRSF10B	0.0291684371353877	ok		0.466015922397328
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0550	mAOC-CD262	gene	RNA	TNFRSF10B	0.0987326035441896	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0551	mAOC-CD269	gene	RNA	TNFRSF17	0.0532068439275493	ok		0.00781751526681927
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0551	mAOC-CD269	gene	RNA	TNFRSF17	0.0330150828091155	ok		0
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0551	mAOC-CD269	gene	RNA	TNFRSF17	0.0257091376236287	ok		0
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0551	mAOC-CD269	gene	RNA	TNFRSF17	0.0503491223312766	ok		0
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0551	mAOC-CD269	gene	RNA	TNFRSF17	0.0427162896885484	ok		0.000319911284669724
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0551	mAOC-CD269	gene	RNA	TNFRSF17	0.0309312166032708	ok		0.000233176038440691
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0551	mAOC-CD269	gene	RNA	TNFRSF17	0.0542669518166601	ok		0
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0551	mAOC-CD269	gene	RNA	TNFRSF17	0.108248363706769	ok		0
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0551	mAOC-CD269	gene	RNA	TNFRSF17	0.232250203888074	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0553	mAOC-TSHR	gene	RNA	TSHR	0.0103766534325611	ok		0
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0553	mAOC-TSHR	gene	RNA	TSHR	0.00384978964553497	ok		0.00179790739157532
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0553	mAOC-TSHR	gene	RNA	TSHR	0.00412536355951397	ok		0.00169718787918784
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0553	mAOC-TSHR	gene	RNA	TSHR	0.00828430348936619	ok		0.00232733521101062
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0553	mAOC-TSHR	gene	RNA	TSHR	0.00513292605190493	ok		0.00106991058059073
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0553	mAOC-TSHR	gene	RNA	TSHR	0.0041832379163648	ok		0.00233653006226524
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0553	mAOC-TSHR	gene	RNA	TSHR	0.0191216727932716	ok		0.00279046460106299
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0553	mAOC-TSHR	gene	RNA	TSHR	0.0268118710577458	ok		0
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0553	mAOC-TSHR	gene	RNA	TSHR	0.078488304948651	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0554	mAOC-CD309	gene	RNA	TNFRSF9	0.0385643009958111	ok		0.0082276842170964
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0554	mAOC-CD309	gene	RNA	TNFRSF9	0.0157734529174334	ok		0.0333590273840849
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0554	mAOC-CD309	gene	RNA	TNFRSF9	0.0088288995308675	ok		0.315266939381411
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0554	mAOC-CD309	gene	RNA	TNFRSF9	0.0238599038540928	ok		0.146910422267349
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0554	mAOC-CD309	gene	RNA	TNFRSF9	0.0202245955890123	ok		0.096988387564446
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0554	mAOC-CD309	gene	RNA	TNFRSF9	0.0186491966432842	ok		0.340910530568149
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0554	mAOC-CD309	gene	RNA	TNFRSF9	0.0453720581449619	ok		0.358004098015304
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0554	mAOC-CD309	gene	RNA	TNFRSF9	0.0350559361169231	ok		0.339554923943902
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0554	mAOC-CD309	gene	RNA	TNFRSF9	0.174871837987134	ok		0.154535953412614
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0555	mAOC-VISTA	gene	RNA	VSIR	0.00745637818870395	ok		0.084207679844116
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0555	mAOC-VISTA	gene	RNA	VSIR	0.00257093123355655	ok		0.323426895254521
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0555	mAOC-VISTA	gene	RNA	VSIR	0.0045885409315863	ok		0.174179269458299
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0555	mAOC-VISTA	gene	RNA	VSIR	0.00653041430118598	ok		0.270145671420892
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0555	mAOC-VISTA	gene	RNA	VSIR	0.00235895338673139	ok		0.320196730519478
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0555	mAOC-VISTA	gene	RNA	VSIR	0.00312274153533867	ok		0.331970838126987
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0555	mAOC-VISTA	gene	RNA	VSIR	0.00719150313493573	ok		0.154937159515755
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0555	mAOC-VISTA	gene	RNA	VSIR	0.00862002472363418	ok		0.00996642326170179
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0555	mAOC-VISTA	gene	RNA	VSIR	0.0221643182716284	ok		0.0175229119556326
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0556	mAOC-CD197	gene	RNA	CCR7	0.0163450884041283	ok		1.97555119628788
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0556	mAOC-CD197	gene	RNA	CCR7	0.00815406694531819	ok		0.206468253261434
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0556	mAOC-CD197	gene	RNA	CCR7	0.00896070201198131	ok		0.0163102152098506
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0556	mAOC-CD197	gene	RNA	CCR7	0.0161315309127099	ok		0.0360383542029415
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0556	mAOC-CD197	gene	RNA	CCR7	0.0138328824457479	ok		0.0222436285449408
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0556	mAOC-CD197	gene	RNA	CCR7	0.0116685572677319	ok		0.00994531722289059
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0556	mAOC-CD197	gene	RNA	CCR7	0.0229643764858652	ok		0.0125588093698543
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0556	mAOC-CD197	gene	RNA	CCR7	0.0249725468496633	ok		0.11272172075256
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0556	mAOC-CD197	gene	RNA	CCR7	0.0904206028025996	ok		0.66860028530495
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0561	mAOC-CD32b	gene	RNA	FCGR2B	0.0148888798875421	ok		0.0291811225026364
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0561	mAOC-CD32b	gene	RNA	FCGR2B	0.00821796878945838	ok		0.00410625281336563
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0561	mAOC-CD32b	gene	RNA	FCGR2B	0.0103333726120881	ok		0.00491255132037728
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0561	mAOC-CD32b	gene	RNA	FCGR2B	0.015147001038733	ok		0.00342834438589516
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0561	mAOC-CD32b	gene	RNA	FCGR2B	0.01152946476671	ok		0.0143488655728135
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0561	mAOC-CD32b	gene	RNA	FCGR2B	0.0109631150978274	ok		0.0173355185204767
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0561	mAOC-CD32b	gene	RNA	FCGR2B	0.0346122247337245	ok		0.00961943586977917
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0561	mAOC-CD32b	gene	RNA	FCGR2B	0.0245568437407377	ok		0.00453824039815926
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0561	mAOC-CD32b	gene	RNA	FCGR2B	0.0618767350206073	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0562	mAOC-CD332	gene	RNA	FGFR2	0.000685577733440647	ok		0
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0562	mAOC-CD332	gene	RNA	FGFR2	0.00018613978038675	ok		0
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0562	mAOC-CD332	gene	RNA	FGFR2	0	ok		0
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0562	mAOC-CD332	gene	RNA	FGFR2	3.40759391398433e-05	ok		0.0080856816688086
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0562	mAOC-CD332	gene	RNA	FGFR2	4.02800012404831e-05	ok		0.000592291321274734
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0562	mAOC-CD332	gene	RNA	FGFR2	3.26674292881376e-05	ok		0
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0562	mAOC-CD332	gene	RNA	FGFR2	0.000230720782550329	ok		0.00354767094114937
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0562	mAOC-CD332	gene	RNA	FGFR2	9.80543499511404e-05	ok		0
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0562	mAOC-CD332	gene	RNA	FGFR2	0.00606309178174694	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0564	mAOC-CD338	gene	RNA	ABCG2	0.00558676981606381	ok		0.00565269326938073
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0564	mAOC-CD338	gene	RNA	ABCG2	0.00347833661122032	ok		0.00748021698609713
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0564	mAOC-CD338	gene	RNA	ABCG2	0.00390037373645735	ok		0.0186639097871769
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0564	mAOC-CD338	gene	RNA	ABCG2	0.00631100830587096	ok		0.00555727706809592
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0564	mAOC-CD338	gene	RNA	ABCG2	0.00427339656805919	ok		0.00403338022812675
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0564	mAOC-CD338	gene	RNA	ABCG2	0.00463384607242278	ok		0.00410849595826061
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0564	mAOC-CD338	gene	RNA	ABCG2	0.0156334394339628	ok		0.011486963814884
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0564	mAOC-CD338	gene	RNA	ABCG2	0.097685902441506	ok		0
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0564	mAOC-CD338	gene	RNA	ABCG2	0.0221120944324017	ok		0.0337062071136137
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0567	mAOC-CD20	gene	RNA	MS4A1	2.96279255935436	ok		2.4654603138333
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0567	mAOC-CD20	gene	RNA	MS4A1	0.260839784429104	ok		0.0516386254256619
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0567	mAOC-CD20	gene	RNA	MS4A1	0.0288369523549578	ok		0.00173075236052222
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0567	mAOC-CD20	gene	RNA	MS4A1	0.123893787005949	ok		0.00320208345643359
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0567	mAOC-CD20	gene	RNA	MS4A1	0.0414324003536319	ok		0.0014432529069062
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0567	mAOC-CD20	gene	RNA	MS4A1	0.0316086853610412	ok		0
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0567	mAOC-CD20	gene	RNA	MS4A1	0.0582597537948822	ok		0.00250290858664637
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0567	mAOC-CD20	gene	RNA	MS4A1	0.411935308793691	ok		0.0480449627378853
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0567	mAOC-CD20	gene	RNA	MS4A1	0.668513491314069	ok		0.0561097683253991
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0569	mAOC-FZD5	gene	RNA	FZD5	0.11002807591983	ok		0
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0569	mAOC-FZD5	gene	RNA	FZD5	0.269502985109543	ok		0.00113655516082275
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0569	mAOC-FZD5	gene	RNA	FZD5	0.307107365500544	ok		0.0054213695533878
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0569	mAOC-FZD5	gene	RNA	FZD5	0.329005037109454	ok		0.00547156238546781
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0569	mAOC-FZD5	gene	RNA	FZD5	0.0964369510545573	ok		0.00225642964699643
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0569	mAOC-FZD5	gene	RNA	FZD5	0.213326248625299	ok		0.000866292002029729
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0569	mAOC-FZD5	gene	RNA	FZD5	0.16016348703686	ok		0.00383322057385795
Adult_cHSPCs_Ultima_majority_voting	Monocyte	195	mAOC0569	mAOC-FZD5	gene	RNA	FZD5	0.956356955366988	ok		0
Adult_cHSPCs_Ultima_majority_voting	NK/T	116	mAOC0569	mAOC-FZD5	gene	RNA	FZD5	0.307435037711179	ok		0
Adult_cHSPCs_Ultima_majority_voting	B	652	mAOC0570	mAOC-GLP1R	gene	RNA	GLP1R	0.0102813710699166	ok		0
Adult_cHSPCs_Ultima_majority_voting	CLP	506	mAOC0570	mAOC-GLP1R	gene	RNA	GLP1R	0.00220360207496598	ok		0
Adult_cHSPCs_Ultima_majority_voting	ERYP	440	mAOC0570	mAOC-GLP1R	gene	RNA	GLP1R	0.00153601458170732	ok		0
Adult_cHSPCs_Ultima_majority_voting	GMP-L	663	mAOC0570	mAOC-GLP1R	gene	RNA	GLP1R	0.00425976083099866	ok		0.000882871520819749
Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	8254	mAOC0570	mAOC-GLP1R	gene	RNA	GLP1R	0.00320290058431695	ok		0.000478813119167288
Adult_cHSPCs_Ultima_majority_voting	MEBEMP-L	1898	mAOC0570	mAOC-GLP1R	gene	RNA	GLP1R	0.00431557388418307	ok		0.00153676941318355
Adult_cHSPCs_Ultima_majority_voting	MKP	565	mAOC0570	mAOC-GLP1R	gene	RNA	GLP1R	0.00588587500236694	ok		0.0011692355105796
