feature_id	feature_name	target_class	human_gene_symbol	validation_assay	validation_feature	mapping_method	mapping_confidence	mapping_needs_llm_review	mapping_needs_manual_review	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	correlation_status	spearman_correlation	pearson_correlation	linear_model_r_squared	n_groups	positive_rate	positive_n_cells	target_positive_rate	non_target_positive_rate	tnr_raw	target_dropout_pct	gmm_quality_status	adt_signal_class	adt_signal_reason	final_label	final_confidence	decision_source	final_reason	recommended_action	llm_review_needed	llm_review_reason	candidate_labels
mAOC0554	mAOC-CD309	gene	TNFRSF9	RNA	TNFRSF9	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;MKP;NK/T	MEBEMP-L;MKP;Monocyte	MKP	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	0.116666666666667	-0.0933567256385061	0.00871547822194331	9	0.857852	114	3.448276	0.835041	2.332623	68.103448	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: 0.117 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: 0.117 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious;wrong
mAOC0555	mAOC-VISTA	gene	VSIR	RNA	VSIR	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	CLP;HSC_MPP;MEBEMP-L		Monocyte		TRUE	No observed validation-high group overlaps expected prior groups.	ok	-0.9	-0.742527988013957	0.551347812984055	9	NA	NA	NA	NA	4.941681	96.923077	unimodal_like	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.900 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.900 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0556	mAOC-CD197	gene	CCR7	RNA	CCR7	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;CLP;NK/T	NK/T	NK/T	NK/T	FALSE		ok	0.333333333333333	0.196015910754792	0.0384222372690306	9	0.346151	46	1.724138	0.334017	1.83506	81.034483	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as rare_target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0561	mAOC-CD32b	gene	FCGR2B	RNA	FCGR2B	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;MEBEMP-L		Monocyte	B	FALSE		ok	-0.3	-0.389866631721752	0.151995990530064	9	0.459026	61	0.708383	0.442051	2.75428	96.576151	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.300 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.300 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0562	mAOC-CD332	gene	FGFR2	RNA	FGFR2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;MKP;NK/T	GMP-L;HSC_MPP;MKP	MKP			FALSE		ok	-0.108916229727434	-0.202394775820556	0.040963645279453	9	NA	NA	NA	NA	NA	NA	fit_failed	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	no_signal	0.95	rule:no_signal	Step 6 classified ADT signal as no_target_no_signal.	Treat as no detectable ADT signal unless later biological context suggests an ultra-rare target.	FALSE		
mAOC0564	mAOC-CD338	gene	ABCG2	RNA	ABCG2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MKP;NK/T	MKP;NK/T			TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.1	-0.207050596864	0.0428699496617388	9	0.13545	18	0.060577	0.258193	0.55275	98.885389	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.100 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.100 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0567	mAOC-CD20	gene	MS4A1	RNA	MS4A1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B	B	FALSE		ok	0.933333333333333	0.979008261592927	0.958457176267206	9	6.162992	819	98.006135	1.424389	71.841386	0.460123	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0569	mAOC-FZD5	gene	FZD5	RNA	FZD5	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	GMP-L;Monocyte;NK/T	ERYP;GMP-L;MKP	GMP-L			FALSE		ok	-0.0169515875905203	-0.215392270781437	0.0463938303123839	9	7.901272	1050	NA	NA	NA	NA	trimodal_candidate	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.017 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.017 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0570	mAOC-GLP1R	gene	GLP1R	RNA	GLP1R	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	GMP-L;MEBEMP-L;MKP				FALSE		ok	-0.0912870929175277	-0.410792282175085	0.168750299094615	9	NA	NA	NA	NA	NA	NA	unimodal_like	no_target_threshold_unavailable	No expected target groups and no usable threshold was selected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.091 < 0.200. | Step 6 signal class is no_target_threshold_unavailable, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.091 < 0.200. | Step 6 signal class is no_target_threshold_unavailable, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0576	mAOC-SIGLEC15	gene	SIGLEC15	RNA	SIGLEC15	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	HSC_MPP;MKP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	0.127801930084539	0.839398947346303	0.704590592806081	9	6.576868	874	51.794872	5.903467	9.178433	29.74359	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.128 < 0.200. | Step 6 signal is target-enriched (target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.128 < 0.200. | Step 6 signal is target-enriched (target_enriched), but other evidence needs semantic adjudication.	correct;suspicious
mAOC0580	mAOC-CD202b	gene	TEK	RNA	TEK	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		ok	-0.322080164219885	-0.292666180936581	0.0856534934640038	9	0.790127	105	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.322 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.322 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0581	mAOC-CD154	gene	CD40LG	RNA	CD40LG	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	-0.147966007562343	-0.303935237394947	0.0923766285303227	9	0.872902	116	2.586207	0.857815	1.757598	75	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.148 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.148 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious;wrong
mAOC0582	mAOC-CD46	gene	CD46	RNA	CD46	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	ERYP;MEBEMP-L;MKP	ERYP;HSC_MPP;MKP	ERYP;MKP			FALSE		ok	0.466666666666667	0.353414310675175	0.124901674990009	9	5.36534	713	NA	NA	NA	NA	bimodal_candidate	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0583	mAOC-CD74	gene	CD74	RNA	CD74	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;CLP;Monocyte	B;CLP;HSC_MPP	B;CLP	B;Monocyte	B	FALSE		ok	0.95	0.937574377149728	0.8790457126877	9	39.83746	5294	84.297521	36.810802	5.666777	4.72255	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0584	mAOC-CD116	gene	CSF2RA	RNA	CSF2RA	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	GMP-L;Monocyte	local_marker_prior	0.95	CLP;Monocyte;NK/T	CLP;GMP-L;Monocyte	CLP;Monocyte	Monocyte	GMP-L;Monocyte	FALSE		ok	0.483333333333333	0.969794910016603	0.940502167494112	9	9.03755	1201	30.06993	7.585874	11.037015	63.403263	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0585	mAOC-FCER1A	gene	FCER1A	RNA	FCER1A	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		ok	-0.652725378829464	-0.403587277916483	0.162882690896037	9	0.880427	117	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.653 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.653 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0586	mAOC-CD50	gene	ICAM3	RNA	ICAM3	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;MEBEMP-L				FALSE		ok	-0.666666666666667	-0.586032646809501	0.343434263126549	9	0.594477	79	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.667 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.667 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0587	mAOC-CD210b	gene	IL10RB	RNA	IL10RB	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte			FALSE		ok	0.0833333333333333	0.0242986656286995	0.000590425151335351	9	1.369554	182	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.083 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.083 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0588	mAOC-CD218a	gene	IL18R1	RNA	IL18R1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	llm_marker_prior	0.85	MKP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L		Monocyte;NK/T		TRUE	No observed validation-high group overlaps LLM expected groups.	ok	-0.533333333333333	-0.377398490391937	0.142429620550113	9	2.061856	274	3.215434	2.034212	4.567311	81.993569	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.533 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.533 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0589	mAOC-IL1RAP	gene	IL1RAP	RNA	IL1RAP	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	GMP-L;HSC_MPP;MEBEMP-L	llm_marker_prior	0.78	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP		MEBEMP-L	TRUE	LLM confidence below threshold.	ok	-0.466666666666667	-0.49096219106048	0.241043873050907	9	0.459026	61	0.268146	1.293452	0.47586	98.021267	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.467 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.467 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0590	mAOC-CD360	gene	IL21R	RNA	IL21R	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.85	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B;NK/T	B;CLP;NK/T	FALSE		ok	0.666666666666667	-0.0811356339460337	0.00658299109582478	9	1.775905	236	1.648352	1.78943	1.4437	91.44427	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	suspicious;wrong
mAOC0591	mAOC-CD85f	gene	LILRA5	RNA	LILRA5	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;MKP;Monocyte	MKP;Monocyte	Monocyte	Monocyte	FALSE		ok	0.474692883171144	0.94657182696677	0.895998223607209	9	2.302656	306	81.538462	1.122652	31.552397	8.717949	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as rare_target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0592	mAOC-CD85a	gene	LILRB3	RNA	LILRB3	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	CLP;Monocyte;NK/T	CLP;GMP-L;Monocyte	CLP;Monocyte	Monocyte	Monocyte	FALSE		ok	0.175733755838702	0.983530769720976	0.967332774987935	9	1.685605	224	82.051282	0.488773	42.957586	6.666667	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.176 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.176 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious
mAOC0593	mAOC-CD6	gene	CD6	RNA	CD6	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.88	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B;NK/T	B;CLP;NK/T	FALSE		ok	0.474644452534567	0.991590678243177	0.983252073178764	9	1.256678	167	4.55259	0.907199	2.813267	87.519623	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as rare_target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0598	mAOC-CD89	gene	FCAR	RNA	FCAR	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	GMP-L;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	0.257438361173935	0.320368984587409	0.102636286285568	9	7.803446	1037	13.846154	7.713457	4.77333	67.692308	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0599	mAOC-CD23	gene	FCER2	RNA	FCER2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	ERYP;MKP;NK/T	B;GMP-L;Monocyte			B	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.316666666666667	-0.274610221721365	0.0754107738738574	9	0.142975	19	0	0.150352	1.22412	99.386503	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.317 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.317 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0600	mAOC-CD316	gene	IGSF8	RNA	IGSF8	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;NK/T	NK/T			FALSE		ok	-0.116666666666667	0.0616346951171636	0.00379883564218572	9	2.347806	312	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.117 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.117 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0601	mAOC-CD126	gene	IL6R	RNA	IL6R	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	CLP;GMP-L;Monocyte	CLP;GMP-L;Monocyte	CLP;GMP-L;Monocyte	Monocyte	Monocyte	FALSE		ok	0.6	0.302818036329883	0.0916987631266866	9	10.301753	1369	5.548996	10.625301	1.632795	83.825266	trimodal_candidate	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	suspicious;wrong
mAOC0602	mAOC-CD132	gene	IL2RG	RNA	IL2RG	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	CLP;HSC_MPP;NK/T	B;CLP;NK/T	CLP;NK/T	CLP;NK/T	CLP;NK/T	FALSE		ok	0.383333333333333	0.547858328485054	0.300148748090438	9	5.854466	778	12.700965	5.518276	1.765532	68.488746	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0603	mAOC-CD130	gene	IL6ST	RNA	IL6ST	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MEBEMP-L;Monocyte;NK/T	MEBEMP-L;MKP;Monocyte	MEBEMP-L;Monocyte			FALSE		ok	0.566666666666667	0.581553808968046	0.338204832725242	9	4.251637	565	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0604	mAOC-CD127	gene	IL7R	RNA	IL7R	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	NK/T	CLP;NK/T	FALSE		ok	0.616666666666667	0.910341029375885	0.828720789765146	9	0.203176	27	0.160772	0.205258	0.841735	96.141479	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	suspicious;wrong
mAOC0605	mAOC-CD158k	gene	KIR3DL2	RNA	KIR3DL2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;Monocyte;NK/T	GMP-L;HSC_MPP;Monocyte	Monocyte	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	0.237635410314402	0.567652517832011	0.322229381001021	9	3.980736	529	22.413793	3.818416	1.833375	55.172414	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious;wrong
mAOC0606	mAOC-CD98	gene	SLC3A2	RNA	SLC3A2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	ERYP;GMP-L;MKP	CLP;HSC_MPP;MKP	MKP			FALSE		ok	0.25	0.424451737898251	0.180159277804846	9	48.875009	6495	NA	NA	NA	NA	trimodal_candidate	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0607	mAOC-TGFBR2	gene	TGFBR2	RNA	TGFBR2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	B;Monocyte;NK/T	B;MEBEMP-L;NK/T	B;NK/T			FALSE		ok	0.15	0.166572073494996	0.0277462556684225	9	1.97908	263	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.150 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.150 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
