feature_id	feature_name	target_class	human_gene_symbol	validation_assay	validation_feature	mapping_method	mapping_confidence	mapping_needs_llm_review	mapping_needs_manual_review	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	correlation_status	spearman_correlation	pearson_correlation	linear_model_r_squared	n_groups	positive_rate	positive_n_cells	target_positive_rate	non_target_positive_rate	tnr_raw	target_dropout_pct	gmm_quality_status	adt_signal_class	adt_signal_reason	final_label	final_confidence	decision_source	final_reason	recommended_action	llm_review_needed	llm_review_reason	candidate_labels
mAOC0336	mAOC-CD34	gene	CD34	RNA	CD34	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP;MEBEMP-L	local_marker_prior	0.95	CLP;HSC_MPP;MKP	CLP;HSC_MPP;MKP	CLP;HSC_MPP;MKP	HSC_MPP	HSC_MPP	FALSE		ok	0.983333333333333	0.987556856539047	0.975268544897284	9	54.014599	7178	60.766351	32.164488	1.773551	17.986604	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0339	mAOC-CD133	gene	PROM1	RNA	PROM1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	B;ERYP;GMP-L	CLP;GMP-L;HSC_MPP	GMP-L		HSC_MPP	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	0	-0.0192033052248095	0.000368766931557198	9	NA	NA	NA	NA	0.072692	99.963654	fit_failed	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: 0.000 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: 0.000 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0341	mAOC-HLA-DRA	gene	HLA-DRA	RNA	HLA-DRA	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	llm_marker_prior	0.9	B;GMP-L	B;CLP;Monocyte	B	B	B;Monocyte	FALSE		ok	0.182574185835055	0.742730128401829	0.551648043635796	9	NA	NA	NA	NA	0.708383	99.291617	fit_failed	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.183 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.183 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0440	mAOC-CD70	gene	CD70	RNA	CD70	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;NK/T	local_marker_prior	0.95	ERYP;MEBEMP-L;MKP	ERYP;HSC_MPP;MEBEMP-L	ERYP;MEBEMP-L			TRUE	No observed ADT-high group overlaps expected prior groups.	ok	0.433333333333333	0.809214550484996	0.654828188716635	9	17.555873	2333	10.15625	18.009744	0.78895	78.385417	trimodal_candidate	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0442	mAOC-CD105	gene	ENG	RNA	ENG	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	ERYP;MEBEMP-L	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;Monocyte	Monocyte			TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.166666666666667	0.107563202801824	0.0115698425969863	9	0.466551	62	0.342173	0.493106	0.587226	97.818648	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.167 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.167 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0444	mAOC-CD124	gene	IL4R	RNA	IL4R	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	B;CLP;Monocyte	B;Monocyte	B;Monocyte	B;Monocyte	FALSE		ok	0.65	0.90734647785692	0.823277630879359	9	5.214839	693	40.141677	2.837164	7.040492	40.613932	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0448	mAOC-CD155	gene	PVR	RNA	PVR	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	GMP-L;HSC_MPP;Monocyte	Monocyte			FALSE		ok	0.0251048222626717	-0.101404737474587	0.01028292078229	9	0.624577	83	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.025 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.025 < 0.200. | Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0450	mAOC-CD40	gene	CD40	RNA	CD40	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;MKP;Monocyte	B;Monocyte;NK/T	B;Monocyte	B;Monocyte	B;Monocyte	FALSE		ok	0.733333333333333	0.926126180821637	0.857709702803273	9	9.842727	1308	87.131051	4.581257	26.179929	4.72255	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0451	mAOC-CD40	gene	CD40	RNA	CD40	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;MKP;Monocyte	B;Monocyte;NK/T	B;Monocyte	B;Monocyte	B;Monocyte	FALSE		ok	0.733333333333333	0.926126180821637	0.857709702803273	9	9.2031	1223	85.123967	4.034721	26.179929	4.72255	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0452	mAOC-CD154	gene	CD40LG	RNA	CD40LG	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	-0.147966007562343	-0.303935237394947	0.0923766285303227	9	0.842802	112	2.586207	0.82745	1.757598	75	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.148 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.148 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious;wrong
mAOC0453	mAOC-HLA-ABC	gene	HLA-A	RNA	HLA-A	llm:name_to_gene	0.86	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	B;Monocyte;NK/T	Monocyte;NK/T			FALSE		ok	0.6	0.46158552783144	0.213061199503429	9	1.271728	169	NA	NA	NA	NA	rare_positive	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	llm_review_needed		rule:llm_queue	Step 6 signal class is no_target_detected_signal, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is no_target_detected_signal, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0454	mAOC-CD123	gene	IL3RA	RNA	IL3RA	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	CLP;GMP-L	local_marker_prior	0.95	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L	CLP;GMP-L	FALSE		ok	0.883333333333333	0.828200440103845	0.685915968988203	9	56.625781	7525	82.207015	54.158416	3.778171	8.041061	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	correct	0.9	rule:target_enriched	Mapping is resolved and Step 6 classified ADT signal as target_enriched.	Use as target-consistent ADT feature.	FALSE		
mAOC0455	mAOC-CD49f	gene	ITGA6	RNA	ITGA6	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	MEBEMP-L;MKP;Monocyte	HSC_MPP;MEBEMP-L;MKP	MEBEMP-L;MKP		HSC_MPP	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	0.435150252552976	0.169020049530599	0.0285677771433261	9	26.172022	3478	25.490671	27.288977	0.387518	48.073661	trimodal_candidate	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0459	mAOC-CD183	gene	CXCR3	RNA	CXCR3	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;Monocyte;NK/T	CLP;MEBEMP-L;NK/T	NK/T	NK/T	NK/T	FALSE		ok	-0.0833333333333333	0.239205628374822	0.0572193326461936	9	7.321845	973	32.758621	7.097852	1.571239	44.827586	trimodal_candidate	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.083 < 0.200. | Step 6 signal is target-enriched (target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.083 < 0.200. | Step 6 signal is target-enriched (target_enriched), but other evidence needs semantic adjudication.	correct;suspicious
mAOC0460	mAOC-CD195	gene	CCR5	RNA	CCR5	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;MKP;Monocyte	MKP;Monocyte	Monocyte;NK/T	Monocyte	FALSE		ok	0.113150476371204	0.178321742874172	0.0317986439816823	9	1.610354	214	6.752412	1.487132	4.883482	77.170418	rare_positive	rare_target_enriched	Low global positive rate but target cells are enriched.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.113 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.113 < 0.200. | Step 6 signal is target-enriched (rare_target_enriched), but other evidence needs semantic adjudication.	correct;suspicious
mAOC0461	mAOC-CD185	gene	CXCR5	RNA	CXCR5	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;NK/T	local_marker_prior	0.95	B;MKP;NK/T	B;CLP;MKP	B;MKP	B;NK/T	B	FALSE		ok	0.287142787463236	0.223356243894698	0.0498880116867477	9	0.368726	49	0.78125	0.343423	2.716204	84.114583	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0464	mAOC-CD141	gene	THBD	RNA	THBD	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.82	MKP;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	-0.192470304013816	-0.0761564355908269	0.00579980268189977	9	2.957333	393	4.102564	2.940278	4.51307	86.153846	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.192 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.192 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0465	mAOC-CD58	gene	CD58	RNA	CD58	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	GMP-L;MKP;NK/T	B;CLP;Monocyte				FALSE		ok	-0.116666666666667	-0.292086422627706	0.0853144782834507	9	NA	NA	NA	NA	NA	NA	unimodal_like	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	no_signal	0.95	rule:no_signal	Step 6 classified ADT signal as no_target_no_signal.	Treat as no detectable ADT signal unless later biological context suggests an ultra-rare target.	FALSE		
mAOC0467	mAOC-CD24	gene	CD24	RNA	CD24	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;CLP	local_marker_prior	0.95	B;MKP;NK/T	B;MKP;NK/T	B;MKP;NK/T	B	B	FALSE		ok	0.483333333333333	0.900365804159541	0.810658581299857	9	0.203176	27	0.345423	0.189597	1.630091	97.495682	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0470	mAOC-CD192	gene	CCR2	RNA	CCR2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;GMP-L;NK/T	CLP;GMP-L;Monocyte	GMP-L		Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.184102029926259	-0.275796460156857	0.0760636874350528	9	0.346151	46	0.512821	0.343669	4.550252	98.461538	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.184 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.184 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0472	mAOC-CD163	gene	CD163	RNA	CD163	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.95	B;GMP-L;Monocyte	CLP;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	-0.0099429912321002	0.336458590366838	0.113204383031639	9	NA	NA	NA	NA	5.128205	98.974359	fit_failed	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.010 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.010 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0473	mAOC-CD163	gene	CD163	RNA	CD163	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.95	B;GMP-L;Monocyte	CLP;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	-0.0099429912321002	0.336458590366838	0.113204383031639	9	NA	NA	NA	NA	5.128205	98.974359	fit_failed	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.010 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.010 < 0.200. | Step 6 signal class is target_raw_enriched_no_threshold, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0474	mAOC-CD303	gene	CLEC4C	RNA	CLEC4C	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	ERYP;GMP-L;MKP	B;CLP;ERYP	ERYP			FALSE		ok	0.368204059852518	-0.173703075077681	0.0301727582914425	9	NA	NA	NA	NA	NA	NA	unimodal_like	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	no_signal	0.95	rule:no_signal	Step 6 classified ADT signal as no_target_no_signal.	Treat as no detectable ADT signal unless later biological context suggests an ultra-rare target.	FALSE		
mAOC0476	mAOC-CD127	gene	IL7R	RNA	IL7R	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	NK/T	CLP;NK/T	FALSE		ok	0.616666666666667	0.910341029375885	0.828720789765146	9	0.210701	28	0.160772	0.213152	0.841735	96.141479	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	suspicious;wrong
mAOC0478	mAOC-CD93	gene	CD93	RNA	CD93	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP;Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	-0.216666666666667	0.305199894938641	0.0931469758705577	9	0.1806	24	0.130193	0.268595	0.77471	98.567878	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.217 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.217 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0479	mAOC-CD23	gene	FCER2	RNA	FCER2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	ERYP;MKP;NK/T	B;GMP-L;Monocyte			B	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	-0.316666666666667	-0.274610221721365	0.0754107738738574	9	0.142975	19	0	0.150352	1.22412	99.386503	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.317 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | RNA-ADT Spearman correlation is below threshold: -0.317 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0481	mAOC-CD71	gene	TFRC	RNA	TFRC	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	ERYP	local_marker_prior	0.95	ERYP;MKP;NK/T	ERYP;GMP-L;MEBEMP-L	ERYP	ERYP	ERYP	FALSE		ok	-0.1	-0.37487982097441	0.140534880173805	9	0.278426	37	0.909091	0.256829	0.378314	98.181818	rare_positive	no_target_enrichment	Target and non-target signal are not clearly separated.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.100 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.100 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0482	mAOC-CD7	gene	CD7	RNA	CD7	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	B;MKP;NK/T	CLP;ERYP;NK/T	NK/T	NK/T	CLP;NK/T	FALSE		ok	-0.0833333333333333	0.835977273007379	0.698858000984853	9	NA	NA	NA	NA	1.200554	98.392283	unimodal_like	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.083 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.083 < 0.200. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0485	mAOC-CD25	gene	IL2RA	RNA	IL2RA	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	MEBEMP-L;MKP;Monocyte	GMP-L;HSC_MPP;MEBEMP-L	MEBEMP-L			TRUE	No observed ADT-high group overlaps expected prior groups.	ok	0.644087327036082	0.691689547850159	0.478434430605157	9	NA	NA	NA	NA	0	100	fit_failed	no_target_enrichment	No threshold and no clear target raw enrichment.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | Step 6 signal class is no_target_enrichment, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | Step 6 signal class is no_target_enrichment, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0486	mAOC-CD2	gene	CD2	RNA	CD2	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;MKP;NK/T	CLP;ERYP;NK/T	NK/T	NK/T	NK/T	FALSE		ok	0.0508547627715608	0.932766611383387	0.870053551311646	9	1.241628	165	0.862069	1.244971	1.366999	74.137931	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.051 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.051 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0488	mAOC-CD62L	gene	SELL	RNA	SELL	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;NK/T	NK/T	NK/T	CLP;NK/T	FALSE		ok	-0.133333333333333	0.181637398320121	0.0329921444685021	9	0.571902	76	0.706436	0.557636	1.399383	95.290424	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: -0.133 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: -0.133 < 0.200. | Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
mAOC0490	mAOC-CD158a	gene	KIR2DL1	RNA	KIR2DL1	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	GMP-L;Monocyte;NK/T	GMP-L	GMP-L	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	0.273861278752583	-0.0256541403562459	0.000658134917417967	9	0.022575	3	0	0.022774	2.084951	90.517241	rare_positive	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	Step 5 prior review marked this row as needing manual review. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	Step 5 prior review marked this row as needing manual review. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0492	mAOC-CD115	gene	CSF1R	RNA	CSF1R	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	0.0418413704377862	-0.207173773654675	0.0429209724903186	9	0.052675	7	0	0.05346	6.372358	95.384615	threshold_uncertain	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	llm_review_needed		rule:llm_queue	RNA-ADT Spearman correlation is below threshold: 0.042 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	Send structured evidence to LLM for final triage label.	TRUE	RNA-ADT Spearman correlation is below threshold: 0.042 < 0.200. | Step 6 detected an ADT-positive distribution, but it is off-target relative to expected groups.	correct;suspicious;wrong
mAOC0496	mAOC-CD272	gene	BTLA	RNA	BTLA	map:id_left_join	0.95	FALSE	FALSE	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.85	MKP;Monocyte;NK/T	B;Monocyte;NK/T	Monocyte;NK/T	NK/T	B;NK/T	FALSE		ok	0.55	0.0774443956465059	0.00599763441705255	9	0.662202	88	0.863422	0.640866	1.410168	93.799058	rare_positive	rare_or_ambiguous	Low positive rate without clear target enrichment.	llm_review_needed		rule:llm_queue	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	Send structured evidence to LLM for final triage label.	TRUE	Step 6 signal class is rare_or_ambiguous, which requires semantic review.	correct;suspicious;wrong;no_signal
