feature_id	feature_name	target_class	assay	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	fit_input	gmm_status	gmm_message	gmm_quality_status	gmm_quality_message	adt_signal_class	adt_signal_reason	selected_k	fit_method	fit_n_cells	fit_n_cells_full	fit_n_unique	bic_k1	bic_k2	bic_k3	bic_delta_2_vs_1	bic_delta_3_vs_2	sigma_corrected	selected_threshold_clr	selected_threshold_method	threshold_noise_3sd	threshold_mid_3sd	threshold_intersection_1_2	threshold_intersection_2_3	component1_mean	component2_mean	component3_mean	component1_sd	component2_sd	component3_sd	component1_weight	component2_weight	component3_weight	separation_1_2	separation_2_3	overlap_1_2	overlap_2_3	positive_rate	positive_n_cells	negative_n_cells	snr_raw	tnr_raw	positive_cv_raw	si_raw	rd_raw	dr_raw	target_n_cells	target_positive_rate	non_target_positive_rate	target_dropout_pct
mAOC0569	mAOC-FZD5	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	GMP-L;Monocyte;NK/T	ERYP;GMP-L;MKP	GMP-L			FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	2383	2383	2382	-2651.607993	-372.684302	-196.433047	2278.92369	176.251255	TRUE	0.791245	noise_3sd	0.791245	1.735681	0.714199	1.387934	0.585477	0.913241	1.553845	0.068589	0.274147	0.465162	0.443421	0.396473	0.160107	0.956316	0.866491	0.095318	0.074266	7.901272	1050	12239	76.737905	NA	31.731026	3.21886	2.041893	1.174895	0	NA	NA	NA
mAOC0570	mAOC-GLP1R	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	GMP-L;MEBEMP-L;MKP				FALSE		clr_positive_only	unimodal_like	BIC did not support k >= 2.	unimodal_like	BIC did not support k >= 2.	no_target_threshold_unavailable	No expected target groups and no usable threshold was selected.	1		161	161	161	132.273499	126.967811	122.33946	-5.305688	-4.628351	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
mAOC0576	mAOC-SIGLEC15	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	HSC_MPP;MKP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	1737	1737	1737	-3338.568168	-1941.505154	-1580.304586	1397.063014	361.200568	TRUE	0.873093	noise_3sd	0.873093	2.236052	0.729639	1.946394	0.550414	1.123546	2.299691	0.10756	0.370835	0.778017	0.355595	0.537734	0.106671	1.198032	1.023756	0.090355	0.041762	6.576868	874	12415	243.375667	9.178433	40.723957	4.755642	1.908892	1.453232	195	51.794872	5.903467	29.74359
mAOC0580	mAOC-CD202b	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	427	427	427	-42.961749	78.98301	61.787389	121.944759	-17.195621	TRUE	0.761936	noise_3sd	0.761936	NA	0.619301	NA	0.440438	0.804342	NA	0.107166	0.241363	NA	0.571263	0.428737	NA	1.044114	NA	0.121837	NA	0.790127	105	13184	421.571624	NA	17.226024	6.282717	3.937919	0.955101	0	NA	NA	NA
mAOC0581	mAOC-CD154	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	470	470	470	-314.152409	-76.420797	-52.468378	237.731613	23.952419	FALSE	0.773905	noise_3sd	0.773905	0.548267	0.46938	0.506001	0.450288	0.473774	0.907025	0.107872	0.024831	0.374274	0.572573	0.034121	0.393306	0.176983	1.085556	0.034121	0.020384	0.872902	116	13173	593.547391	1.757598	29.148589	6.864053	2.719344	1.092663	116	2.586207	0.857815	75
mAOC0582	mAOC-CD46	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	ERYP;MEBEMP-L;MKP	ERYP;HSC_MPP;MKP	ERYP;MKP			FALSE		clr_positive_only	ok		bimodal_candidate		no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	3000	13268	12995	-6443.638868	-6255.939476	-6274.855162	187.699391	-18.915685	TRUE	3.82011	noise_3sd	3.82011	NA	2.672018	NA	2.326473	3.184941	NA	0.497879	0.452166	NA	0.424032	0.575968	NA	0.903607	NA	0.1773	NA	5.36534	713	12576	2.966875	NA	4.177853	0.925072	1.481119	1.245121	0	NA	NA	NA
mAOC0583	mAOC-CD74	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;CLP;Monocyte	B;CLP;HSC_MPP	B;CLP	B;Monocyte	B	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	3000	8322	8276	-5430.373843	-2751.47135	-2103.708119	2678.902493	647.763231	TRUE	0.919896	noise_3sd	0.919896	1.067847	0.889131	1.034516	0.614558	0.975831	1.530915	0.101779	0.030672	0.569026	0.302706	0.130278	0.567016	2.727598	0.925605	0.001363	0.036163	39.83746	5294	7995	11.808573	5.666777	35.041635	2.061711	1.519188	1.274308	847	84.297521	36.810802	4.72255
mAOC0584	mAOC-CD116	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	GMP-L;Monocyte	local_marker_prior	0.95	CLP;Monocyte;NK/T	CLP;GMP-L;Monocyte	CLP;Monocyte	Monocyte	GMP-L;Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	2259	2259	2259	-5591.20405	-3776.248054	-3220.842746	1814.955997	555.405308	TRUE	0.937603	noise_3sd	0.937603	2.733242	0.759703	2.472122	0.561923	1.287352	3.235839	0.125227	0.481963	0.503368	0.299734	0.603213	0.097054	1.194731	1.977494	0.092064	0.010482	9.03755	1201	12088	126.844209	11.037015	43.583562	4.809993	1.806889	1.758949	858	30.06993	7.585874	63.403263
mAOC0585	mAOC-FCER1A	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	469	469	469	-150.921249	6.298726	0.220901	157.219975	-6.077825	FALSE	0.774108	noise_3sd	0.774108	NA	0.648945	NA	0.455293	0.88014	NA	0.106272	0.263791	NA	0.590727	0.409273	NA	1.148042	NA	0.097742	NA	0.880427	117	13172	548.147439	NA	17.614135	6.296862	3.879221	1.031816	0	NA	NA	NA
mAOC0586	mAOC-CD50	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;MEBEMP-L				FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	451	451	451	47.704938	140.748575	133.049996	93.043637	-7.69858	FALSE	0.762061	noise_3sd	0.762061	NA	0.617866	NA	0.433433	0.75762	NA	0.109543	0.22485	NA	0.623641	0.376359	NA	0.96948	NA	0.129133	NA	0.594477	79	13210	233.303351	NA	14.68129	5.78603	4.249811	0.938898	0	NA	NA	NA
mAOC0587	mAOC-CD210b	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	573	573	573	-215.814658	-19.086926	-19.683653	196.727732	-0.596727	TRUE	0.760416	noise_3sd	0.760416	NA	0.626537	NA	0.463881	0.860735	NA	0.098845	0.28153	NA	0.490168	0.509832	NA	1.043322	NA	0.124822	NA	1.369554	182	13107	405.281574	NA	21.573993	5.751342	3.269295	1.006483	0	NA	NA	NA
mAOC0588	mAOC-CD218a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	llm_marker_prior	0.85	MKP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L		Monocyte;NK/T		TRUE	No observed validation-high group overlaps LLM expected groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	2	normalmixEM	728	728	728	-558.632632	-314.941045	-312.497292	243.691587	2.443753	FALSE	0.809469	noise_3sd	0.809469	NA	0.678048	NA	0.5025	0.98525	NA	0.102323	0.338214	NA	0.466023	0.533977	NA	1.09582	NA	0.112184	NA	2.061856	274	13015	292.00365	4.567311	23.041311	5.612487	3.093186	1.123083	311	3.215434	2.034212	81.993569
mAOC0589	mAOC-IL1RAP	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	GMP-L;HSC_MPP;MEBEMP-L	llm_marker_prior	0.78	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP		MEBEMP-L	TRUE	LLM confidence below threshold.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	386	386	386	119.763444	166.421659	153.22967	46.658215	-13.19199	FALSE	0.750409	noise_3sd	0.750409	NA	0.591756	NA	0.415052	0.690399	NA	0.111786	0.206975	NA	0.62702	0.37298	NA	0.863805	NA	0.153792	NA	0.459026	61	13228	165.766005	0.47586	14.311557	5.980396	4.375543	0.869143	10815	0.268146	1.293452	98.021267
mAOC0590	mAOC-CD360	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.85	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B;NK/T	B;CLP;NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	688	688	688	-433.472291	-149.586216	-142.890527	283.886075	6.695689	TRUE	0.785031	noise_3sd	0.785031	NA	0.657408	NA	0.489659	0.931101	NA	0.098458	0.326245	NA	0.475309	0.524691	NA	1.039416	NA	0.12003	NA	1.775905	236	13053	241.722222	1.4437	23.755267	5.527723	3.012287	1.083264	1274	1.648352	1.78943	91.44427
mAOC0591	mAOC-CD85f	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;MKP;Monocyte	MKP;Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	778	778	778	-1344.477465	-899.739117	-823.537946	444.738348	76.201171	TRUE	0.886182	noise_3sd	0.886182	1.682032	0.692576	1.360598	0.475804	0.91923	1.786235	0.136793	0.254267	0.481077	0.439223	0.34607	0.214707	1.133907	1.179047	0.089313	0.054685	2.302656	306	12983	300.910555	31.552397	33.395701	6.986953	2.439132	1.465579	195	81.538462	1.122652	8.717949
mAOC0592	mAOC-CD85a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	CLP;Monocyte;NK/T	CLP;GMP-L;Monocyte	CLP;Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	662	662	662	-1192.719876	-767.704236	-720.177341	425.01564	47.526895	TRUE	0.918148	noise_3sd	0.918148	1.542409	0.694625	1.275165	0.474116	0.849295	1.823075	0.148011	0.231038	0.421285	0.466395	0.300292	0.233313	0.989791	1.492788	0.107332	0.032365	1.685605	224	13065	139.429166	42.957586	30.490161	7.708078	2.678898	1.58233	195	82.051282	0.488773	6.666667
mAOC0593	mAOC-CD6	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.88	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B;NK/T	B;CLP;NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	2	normalmixEM	543	543	543	-303.030418	-74.491185	-86.504167	228.539233	-12.012982	FALSE	0.744366	noise_3sd	0.744366	NA	0.636012	NA	0.46861	0.863879	NA	0.091919	0.346192	NA	0.528885	0.471115	NA	0.902213	NA	0.124921	NA	1.256678	167	13122	344.885585	2.813267	28.387955	6.143902	2.709123	1.022798	1274	4.55259	0.907199	87.519623
mAOC0598	mAOC-CD89	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	GMP-L;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	1842	1842	1842	-3580.630522	-2379.961766	-2227.378592	1200.668756	152.583174	TRUE	0.93583	noise_3sd	0.93583	1.146895	0.773774	1.015106	0.551931	0.891685	1.658407	0.127966	0.08507	0.50183	0.312805	0.120924	0.566271	1.594818	1.306392	0.023	0.050688	7.803446	1037	12252	193.016417	4.77333	28.071834	5.13376	2.596209	1.637875	195	13.846154	7.713457	67.692308
mAOC0599	mAOC-CD23	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	ERYP;MKP;NK/T	B;GMP-L;Monocyte			B	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	86	86	86	34.129523	64.770072	55.851572	30.640549	-8.9185	TRUE	0.495791	noise_3sd	0.495791	NA	0.395008	NA	0.199635	0.557469	NA	0.098719	0.124402	NA	0.705652	0.294348	NA	1.603765	NA	0.045062	NA	0.142975	19	13270	71.111962	1.22412	13.352942	18.339739	6.209987	0.614718	652	0	0.150352	99.386503
mAOC0600	mAOC-CD316	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;NK/T	NK/T			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	793	793	793	-872.43934	-507.752733	-490.086888	364.686608	17.665844	TRUE	0.88161	noise_3sd	0.88161	1.074499	0.742206	0.937036	0.505317	0.847608	1.243981	0.125431	0.07563	0.345747	0.461045	0.123384	0.415571	1.702419	0.940659	0.02367	0.071178	2.347806	312	12977	325.726548	NA	22.634045	5.746454	3.153691	1.274661	0	NA	NA	NA
mAOC0601	mAOC-CD126	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	CLP;GMP-L;Monocyte	CLP;GMP-L;Monocyte	CLP;GMP-L;Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	3	normalmixEM	2572	2572	2572	-3639.509645	-1645.733296	-1536.473137	1993.776349	109.260159	TRUE	0.798512	noise_3sd	0.798512	1.841198	0.695874	1.345874	0.581617	0.880367	1.578564	0.072298	0.320277	0.452512	0.299309	0.448948	0.251743	0.761001	0.903476	0.113275	0.109212	10.301753	1369	11920	64.131883	1.632795	31.463425	3.699736	2.155839	1.265858	847	5.548996	10.625301	83.825266
mAOC0602	mAOC-CD132	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	CLP;HSC_MPP;NK/T	B;CLP;NK/T	CLP;NK/T	CLP;NK/T	CLP;NK/T	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	1930	1930	1930	-1474.875248	231.844937	385.936376	1706.720186	154.091439	TRUE	0.728246	noise_3sd	0.728246	1.458878	0.670723	0.991703	0.578164	0.690531	1.158072	0.050027	0.256116	0.388524	0.370526	0.343469	0.286005	0.367041	0.725275	0.111598	0.136742	5.854466	778	12511	53.099757	1.765532	26.656887	3.397556	2.347047	1.08476	622	12.700965	5.518276	68.488746
mAOC0603	mAOC-CD130	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MEBEMP-L;Monocyte;NK/T	MEBEMP-L;MKP;Monocyte	MEBEMP-L;Monocyte			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	1567	1567	1564	-1513.38195	-588.770157	-252.307245	924.611792	336.462913	TRUE	0.880864	noise_3sd	0.880864	1.115883	0.861411	1.049942	0.571821	0.977272	1.197629	0.103014	0.046203	0.439915	0.560019	0.112128	0.327853	2.717179	0.453298	0.002064	0.050863	4.251637	565	12724	72.299783	NA	27.446607	3.761082	2.393083	1.2024	0	NA	NA	NA
mAOC0604	mAOC-CD127	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	NK/T	CLP;NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	245	245	245	93.957823	135.672264	124.630729	41.714441	-11.041535	FALSE	0.697492	noise_3sd	0.697492	NA	0.570096	NA	0.364521	0.679672	NA	0.11099	0.189934	NA	0.733339	0.266661	NA	1.047276	NA	0.098664	NA	0.203176	27	13262	848.266499	0.841735	11.031397	8.07457	5.777881	0.859866	622	0.160772	0.205258	96.141479
mAOC0605	mAOC-CD158k	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;Monocyte;NK/T	GMP-L;HSC_MPP;Monocyte	Monocyte	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	1162	1162	1162	-1918.452596	-1082.095839	-857.663043	836.356758	224.432796	TRUE	0.82782	noise_3sd	0.82782	1.861845	0.688944	1.573261	0.518688	0.982427	1.81799	0.103044	0.29314	0.693181	0.385348	0.462076	0.152576	1.170515	0.847152	0.090727	0.064879	3.980736	529	12760	348.961958	1.833375	39.385888	5.386063	2.020685	1.344219	116	22.413793	3.818416	55.172414
mAOC0606	mAOC-CD98	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	ERYP;GMP-L;MKP	CLP;HSC_MPP;MKP	MKP			FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	3000	9286	9210	-5200.960154	-3497.244522	-3393.445122	1703.715632	103.7994	TRUE	0.91578	noise_3sd	0.91578	1.089305	0.895026	1.050072	0.621363	0.99135	1.554043	0.098139	0.032652	0.514258	0.238028	0.125886	0.636086	2.828852	1.028858	0.00083	0.040788	48.875009	6495	6794	10.558481	NA	30.761496	2.02482	1.621014	1.276306	0	NA	NA	NA
mAOC0607	mAOC-TGFBR2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	B;Monocyte;NK/T	B;MEBEMP-L;NK/T	B;NK/T			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	733	733	733	-591.730059	-254.810966	-254.270645	336.919093	0.54032	TRUE	0.797626	noise_3sd	0.797626	NA	0.663771	NA	0.487032	0.979536	NA	0.103532	0.347667	NA	0.458363	0.541637	NA	1.091546	NA	0.113055	NA	1.97908	263	13026	337.533148	NA	23.431312	5.663545	3.062872	1.142318	0	NA	NA	NA
mAOC0608	mAOC-CDH8	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	CLP;GMP-L;HSC_MPP				FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	580	580	580	-394.37259	-72.81439	-29.567743	321.5582	43.246647	TRUE	0.737431	noise_3sd	0.737431	1.396665	0.614683	1.231964	0.45092	0.781132	1.52051	0.095504	0.205178	0.275223	0.54673	0.375258	0.078012	1.098211	1.539087	0.101796	0.016739	1.264203	168	13121	269.493993	NA	29.665458	6.172232	2.618646	1.070702	0	NA	NA	NA
mAOC0610	mAOC-CD334	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	761	761	761	-946.832756	-544.482999	-433.366786	402.349757	111.116213	TRUE	0.798811	noise_3sd	0.798811	1.770448	0.657563	1.552907	0.493117	0.904254	1.725458	0.101898	0.288731	0.636401	0.432365	0.479689	0.087945	1.052501	0.887661	0.114565	0.040412	2.159681	287	13002	324.116808	NA	36.080245	5.932135	2.217994	1.217234	0	NA	NA	NA
mAOC0611	mAOC-CD166	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	CLP;GMP-L;HSC_MPP	CLP;GMP-L;Monocyte	CLP;GMP-L	HSC_MPP		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	3000	9238	9122	-6066.505867	-4242.689879	-4161.838511	1823.815987	80.851368	TRUE	0.946715	noise_3sd	0.946715	2.138547	0.79813	1.462821	0.630254	1.148476	1.946839	0.105487	0.330024	0.502836	0.20277	0.314068	0.483162	1.189918	0.95858	0.054952	0.134638	51.320641	6820	6469	18.188739	2.152334	32.194607	2.352718	1.70531	1.483241	8254	68.597044	22.999007	14.126484
mAOC0613	mAOC-CD66a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;NK/T	NK/T	Monocyte		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	3	normalmixEM	1133	1133	1133	-1589.280601	-955.099092	-881.78766	634.181509	73.311432	TRUE	0.864277	noise_3sd	0.864277	1.238376	0.721526	1.022865	0.520059	0.87033	1.362609	0.114739	0.122682	0.450701	0.391546	0.187029	0.421425	1.475315	0.858551	0.036543	0.097725	3.920536	521	12768	247.895987	5.688345	29.16481	5.278637	2.548305	1.337644	195	8.717949	3.849091	76.410256
mAOC0614	mAOC-F2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	HSC_MPP;Monocyte;NK/T	GMP-L;HSC_MPP;MKP	HSC_MPP			FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	1518	1518	1518	-2655.129068	-1923.244347	-1846.59904	731.88472	76.645308	TRUE	0.886512	noise_3sd	0.886512	1.631063	0.724396	1.18638	0.544287	0.937513	1.609401	0.114075	0.231183	0.486437	0.291903	0.260281	0.447816	1.138933	0.936272	0.063077	0.121921	6.456468	858	12431	178.045307	NA	30.175771	5.374535	2.491993	1.490401	0	NA	NA	NA
mAOC0615	mAOC-SIGIRR	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	CLP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L				FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	1581	1581	1581	-1531.440581	-308.56064	-268.962635	1222.879941	39.598005	TRUE	0.779062	noise_3sd	0.779062	1.74274	0.685224	1.3265	0.553865	0.878421	1.374972	0.075065	0.288107	0.418189	0.401319	0.416895	0.181786	0.893668	0.703036	0.107475	0.107495	5.41049	719	12570	100.362525	NA	28.145827	4.066361	2.417169	1.14551	0	NA	NA	NA
mAOC0616	mAOC-CTSS	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	llm_marker_prior	0.88	B;MKP;NK/T	B;CLP;Monocyte	B	B	B;Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	282	282	282	89.839963	145.974017	133.506371	56.134054	-12.467646	TRUE	0.746929	noise_3sd	0.746929	NA	0.602847	NA	0.40472	0.712851	NA	0.11407	0.203481	NA	0.686429	0.313571	NA	0.970337	NA	0.120586	NA	0.285951	38	13251	403.834556	2.209842	13.613382	7.229957	4.841977	0.891372	847	0.118064	0.29738	96.576151
mAOC0617	mAOC-CSF3	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	HSC_MPP;MKP;Monocyte	MKP;Monocyte			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	593	593	593	-518.201235	-327.270284	-310.240329	190.930951	17.029955	TRUE	0.771507	noise_3sd	0.771507	1.513167	0.611899	1.198787	0.454857	0.795782	1.266057	0.10555	0.239128	0.401119	0.413182	0.415843	0.170974	0.989112	0.73452	0.119456	0.093195	1.670555	222	13067	311.2146	NA	27.480963	6.434941	2.808682	1.11125	0	NA	NA	NA
