feature_id	feature_name	target_class	assay	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	fit_input	gmm_status	gmm_message	gmm_quality_status	gmm_quality_message	adt_signal_class	adt_signal_reason	selected_k	fit_method	fit_n_cells	fit_n_cells_full	fit_n_unique	bic_k1	bic_k2	bic_k3	bic_delta_2_vs_1	bic_delta_3_vs_2	sigma_corrected	selected_threshold_clr	selected_threshold_method	threshold_noise_3sd	threshold_mid_3sd	threshold_intersection_1_2	threshold_intersection_2_3	component1_mean	component2_mean	component3_mean	component1_sd	component2_sd	component3_sd	component1_weight	component2_weight	component3_weight	separation_1_2	separation_2_3	overlap_1_2	overlap_2_3	positive_rate	positive_n_cells	negative_n_cells	snr_raw	tnr_raw	positive_cv_raw	si_raw	rd_raw	dr_raw	target_n_cells	target_positive_rate	non_target_positive_rate	target_dropout_pct
FADT0166	mAOC-CD1d	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	830	830	830	-1057.708573	-402.861643	-126.979748	654.84693	275.881896	TRUE	0.779868	noise_3sd	0.779868	1.793627	0.669423	1.775589	0.499768	0.916946	2.478515	0.093367	0.292227	1.120481	0.522754	0.449261	0.027985	1.081911	1.105373	0.104051	0.007955	2.024231	269	13020	221.263941	NA	46.820646	5.37414	1.753445	1.171721	0	NA	NA	NA
FADT0167	mAOC-CD22	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	B;CLP;NK/T	B;CLP;NK/T	B;CLP;NK/T	B	B	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	2523	2523	2523	-7727.056287	-5870.889487	-4946.137461	1856.1668	924.752025	TRUE	0.986623	noise_3sd	0.986623	2.020212	0.74018	1.605688	0.574144	0.937796	2.74097	0.137493	0.360805	0.858791	0.251176	0.369259	0.379565	0.72979	1.4785	0.127792	0.047161	9.744902	1295	11994	106.54758	56.965512	40.645494	5.734735	1.979501	2.310151	652	98.773006	5.151539	0
FADT0170	Tag-ALFA	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.95	B;MKP;NK/T					FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	3	normalmixEM	649	649	649	-623.643793	-264.563531	-113.992365	359.080262	150.571166	TRUE	0.791388	noise_3sd	0.791388	1.662258	0.660009	1.640887	0.483877	0.879949	2.28344	0.102504	0.26077	0.689652	0.532609	0.441847	0.025544	1.090287	1.476703	0.110125	0.005266	1.527579	203	13086	287.696223	NA	38.402377	5.843935	2.102611	1.112967	0	NA	NA	NA
FADT0175	mAOC-CD340	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T	CLP;HSC_MPP;MKP	MKP			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	282	282	282	165.954972	205.138981	193.824312	39.184009	-11.314669	FALSE	0.738965	noise_3sd	0.738965	NA	0.636299	NA	0.384121	0.704318	NA	0.118281	0.198355	NA	0.845098	0.154902	NA	1.011248	NA	0.070614	NA	0.1505	20	13269	49.144444	NA	14.261293	7.423537	4.733432	0.867725	0	NA	NA	NA
FADT0180	mAOC-CD86	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	llm_marker_prior	0.85	CLP;Monocyte;NK/T	B;CLP;Monocyte	CLP;Monocyte	Monocyte	B;Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	1252	1252	1252	-2881.370552	-1940.020377	-1668.044381	941.350175	271.975995	TRUE	0.880918	noise_3sd	0.880918	1.820439	0.691421	1.494062	0.525242	0.900523	2.214082	0.118558	0.306639	0.629653	0.33751	0.412363	0.250127	0.882604	1.402938	0.125513	0.042527	4.349462	578	12711	134.62272	10.444801	41.848515	6.421676	1.984746	1.692087	847	27.98111	2.740717	56.316411
FADT0186	mAOC-CD223	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	CLP;Monocyte;NK/T	GMP-L;HSC_MPP;MKP		NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	3	normalmixEM	1128	1128	1128	-632.479187	1.129482	98.359108	633.60867	97.229625	TRUE	0.735044	noise_3sd	0.735044	1.684784	0.650901	1.035004	0.546252	0.780328	1.455653	0.062931	0.301485	0.497965	0.411263	0.542104	0.046633	0.642331	0.844737	0.147122	0.029544	2.994958	398	12891	81.608164	1.447338	27.232574	4.194485	2.504014	1.034503	116	2.586207	2.998558	80.172414
mAOC0297	mAOC-CD100	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;NK/T	local_marker_prior	0.95	ERYP;MEBEMP-L;MKP	CLP;GMP-L;Monocyte				TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	3	normalmixEM	3000	7879	7788	-3991.640155	-1770.267609	-1302.088931	2221.372546	468.178678	TRUE	0.869883	noise_3sd	0.869883	1.09912	0.870058	1.047167	0.617449	0.984341	1.357535	0.084144	0.03826	0.448354	0.320604	0.139585	0.539811	2.997376	0.766921	0.000626	0.056465	36.917752	4906	8383	7.969525	0.150207	27.448352	1.917139	1.701523	1.130993	768	1.5625	39.086335	91.796875
mAOC0301	mAOC-CD16	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	MEBEMP-L;Monocyte;NK/T	Monocyte;NK/T	Monocyte;NK/T	Monocyte;NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched_low_count	Very few positive cells, but positives are target-enriched; treat as biologically plausible but unstable.	2	normalmixEM	122	122	122	-58.846998	24.546846	21.664424	83.393844	-2.882422	TRUE	0.687955	noise_3sd	0.687955	NA	0.59693	NA	0.277248	0.817222	NA	0.136902	0.41464	NA	0.814107	0.185893	NA	0.979026	NA	0.062112	NA	0.0903	12	13277	126.447619	10.253048	31.452249	18.753044	2.924998	1.114928	311	3.536977	0.007705	90.996785
mAOC0303	mAOC-CD56	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	NK/T	NK/T	FALSE		clr_positive_only	unimodal_like	BIC did not support k >= 2.	unimodal_like	BIC did not support k >= 2.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	1		133	133	133	-101.666741	-111.451497	132.082312	-9.784755	243.533809	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.939927	NA	NA	NA	NA	116	NA	NA	89.655172
mAOC0305	mAOC-CD8a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;GMP-L;NK/T	GMP-L;HSC_MPP;NK/T	GMP-L;NK/T	NK/T	NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	484	484	484	-1133.784171	-141.542736	-81.607882	992.241435	59.934854	FALSE	0.880624	noise_3sd	0.880624	1.575136	0.735407	1.748111	0.45946	0.807519	4.413993	0.140388	0.255873	0.989671	0.756835	0.207964	0.035201	0.87836	2.895502	0.099563	0.000149	0.428926	57	13232	916.494702	408.295125	80.405293	11.245988	1.169994	2.039289	116	20.689655	0.250512	59.482759
mAOC0315	mAOC-CD3	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;MKP;NK/T	CLP;HSC_MPP;NK/T	NK/T	NK/T	NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	975	975	975	-1768.159537	-1150.494753	-826.590776	617.664785	323.903977	TRUE	0.861975	noise_3sd	0.861975	2.163623	0.704726	2.216886	0.516935	1.073335	3.134151	0.115013	0.363429	0.450244	0.401467	0.559439	0.039094	1.162939	2.532732	0.104042	0.001276	3.032583	403	12886	320.346195	33.252477	43.211528	5.859714	1.904126	1.415942	116	37.068966	2.732863	44.827586
mAOC0319	mAOC-CD79b	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B	B	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	361	361	361	17.772066	79.863874	116.95003	62.091809	37.086156	TRUE	0.543286	noise_3sd	0.543286	0.661074	0.416613	0.610792	0.302424	0.510119	0.773263	0.080287	0.050318	0.236904	0.301618	0.386986	0.311397	1.590244	0.916167	0.035583	0.072256	0.970728	129	13160	421.280926	5.213529	26.686109	7.024469	2.936902	0.760771	652	11.96319	0.403577	75.460123
mAOC0321	mAOC-CD57	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	GMP-L;MKP;Monocyte	HSC_MPP;MEBEMP-L				TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	3	normalmixEM	59	59	59	-108.981519	-15.132641	5.968262	93.848879	21.100903	TRUE	1.057277	noise_3sd	1.057277	0.707487	0.487558	1.576803	0.385972	0.575836	3.399987	0.223769	0.043884	0.080458	0.413194	0.552908	0.033898	0.70937	22.712808	0.112343	0	0.022575	3	13286	2466.666667	0	46.399876	39.786927	2.096803	2.680769	116	0	0.022774	100
mAOC0324	mAOC-CD49d	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	ERYP;GMP-L;NK/T	NK/T			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	214	214	214	97.376485	150.433057	139.632444	53.056571	-10.800613	TRUE	0.750188	noise_3sd	0.750188	NA	0.642363	NA	0.364462	0.7832	NA	0.128575	0.117027	NA	0.84628	0.15372	NA	1.704942	NA	0.030562	NA	0.1505	20	13269	577.067919	NA	8.700128	8.743757	6.90809	0.853999	0	NA	NA	NA
mAOC0326	mAOC-CD5	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.9	B;CLP;NK/T	B;Monocyte;NK/T	B;NK/T	B;CLP;NK/T	B;NK/T	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	1529	1529	1528	-4555.614592	-3581.374818	-3299.555462	974.239774	281.819356	TRUE	0.99327	noise_3sd	0.99327	2.04484	0.730562	1.538782	0.54181	0.9437	2.440302	0.150486	0.367047	1.027479	0.265414	0.348937	0.38565	0.776549	1.073197	0.121379	0.089825	5.688916	756	12533	200.33275	46.038249	44.155164	7.027835	1.921601	2.189156	1274	49.450549	1.048689	35.871272
mAOC0330	mAOC-CD49b	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;MKP;NK/T	HSC_MPP;MEBEMP-L;MKP	MKP			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_no_signal	No expected target groups, low positive rate, and low global signal.	3	normalmixEM	85	85	85	-135.335301	19.631562	38.810024	154.966863	19.178462	TRUE	0.317293	noise_3sd	0.317293	0.831189	0.229223	0.915002	0.133168	0.351199	2.978526	0.061375	0.159997	1.43522	0.481802	0.493183	0.025016	0.98491	1.647003	0.135841	0.001717	0.173075	23	13266	451.660455	NA	123.55268	28.718541	0.797266	0.706044	0	NA	NA	NA
mAOC0331	mAOC-CD226	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	llm_marker_prior	0.85	MKP;Monocyte;NK/T	MKP;Monocyte;NK/T	MKP;Monocyte;NK/T	Monocyte;NK/T	Monocyte;NK/T	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	747	747	747	-1303.719771	-867.820366	-745.40314	435.899405	122.417227	TRUE	0.892027	noise_3sd	0.892027	1.811133	0.705169	1.547385	0.496822	0.944366	1.988608	0.131735	0.288922	0.661063	0.460571	0.407485	0.131944	1.063916	1.099219	0.109026	0.040746	1.96403	261	13028	282.564799	9.879358	39.918636	6.668184	2.084031	1.455533	311	28.29582	1.333025	41.157556
mAOC0334	mAOC-CD96	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	llm_marker_prior	0.85	B;ERYP;MEBEMP-L	B;CLP;NK/T	B		NK/T	TRUE	No observed ADT-high group overlaps LLM expected groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_enrichment	Target and non-target signal are not clearly separated.	2	normalmixEM	155	155	155	178.697541	335.862639	335.327222	157.165098	-0.535417	TRUE	1.231166	noise_3sd	1.231166	NA	0.501014	NA	0.436877	0.589365	NA	0.264763	0.034697	NA	0.23497	0.76503	NA	0.509208	NA	0.060404	NA	0	0	13289	NA	0.723314	NA	NA	NA	NA	116	0	0	99.137931
mAOC0336	mAOC-CD34	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP;MEBEMP-L	local_marker_prior	0.95	CLP;HSC_MPP;MKP	CLP;HSC_MPP;MKP	CLP;HSC_MPP;MKP	HSC_MPP	HSC_MPP	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	3000	10023	9840	-4508.817546	-2713.078588	-2062.383116	1795.738958	650.695472	TRUE	0.878512	noise_3sd	0.878512	1.32134	1.126754	1.270987	0.634962	1.256518	1.386453	0.081183	0.021607	0.474604	0.213668	0.041201	0.745131	6.046807	0.261854	0	0.03818	54.014599	7178	6111	7.777286	1.773551	28.268832	1.840982	1.59974	1.165896	10152	60.766351	32.164488	17.986604
mAOC0339	mAOC-CD133	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	B;ERYP;GMP-L	CLP;GMP-L;HSC_MPP	GMP-L		HSC_MPP	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	NA		9	NA	9	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.072692	NA	NA	NA	NA	8254	NA	NA	99.963654
mAOC0341	mAOC-HLA-DRA	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	llm_marker_prior	0.9	B;GMP-L	B;CLP;Monocyte	B	B	B;Monocyte	FALSE		clr_positive_only	fit_failed	Too few cells in fit input.	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	NA		7	NA	7	NA	NA	NA	NA	NA	FALSE	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.708383	NA	NA	NA	NA	847	NA	NA	99.291617
mAOC0440	mAOC-CD70	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;NK/T	local_marker_prior	0.95	ERYP;MEBEMP-L;MKP	ERYP;HSC_MPP;MEBEMP-L	ERYP;MEBEMP-L			TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	3	normalmixEM	3000	3805	3785	-6529.728785	-4290.400362	-3976.453414	2239.328423	313.946948	TRUE	0.952341	noise_3sd	0.952341	2.592032	0.797834	2.045961	0.620102	1.26163	2.209533	0.110746	0.443467	0.776854	0.275902	0.526663	0.197435	1.157547	0.776765	0.084346	0.102488	17.555873	2333	10956	72.71937	0.78895	38.529428	3.615931	1.837536	1.599253	768	10.15625	18.009744	78.385417
mAOC0442	mAOC-CD105	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	ERYP;MEBEMP-L	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;Monocyte	Monocyte			TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	2	normalmixEM	387	387	387	16.434832	118.871546	106.936672	102.436714	-11.934874	TRUE	0.851198	noise_3sd	0.851198	NA	0.699362	NA	0.43803	0.880296	NA	0.137723	0.144407	NA	0.724821	0.275179	NA	1.567598	NA	0.049857	NA	0.466551	62	13227	603.434996	0.587226	9.106265	6.195443	5.784459	0.966816	2338	0.342173	0.493106	97.818648
mAOC0444	mAOC-CD124	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	B;CLP;Monocyte	B;Monocyte	B;Monocyte	B;Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	1540	1540	1540	-1560.908734	-386.926719	-289.337348	1173.982015	97.589372	TRUE	0.750328	noise_3sd	0.750328	1.6275	0.659195	1.294561	0.53675	0.836513	1.467147	0.071193	0.263662	0.415342	0.406545	0.430119	0.163336	0.895204	0.928762	0.112525	0.073059	5.214839	693	12596	119.078247	7.040492	31.309609	4.155278	2.255125	1.126023	847	40.141677	2.837164	40.613932
mAOC0448	mAOC-CD155	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	GMP-L;HSC_MPP;Monocyte	Monocyte			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	406	406	406	-187.407873	-50.379042	-55.649535	137.028831	-5.270493	TRUE	0.829375	noise_3sd	0.829375	NA	0.662458	NA	0.441259	0.864542	NA	0.129372	0.3098	NA	0.592768	0.407232	NA	0.96382	NA	0.129562	NA	0.624577	83	13206	533.689204	NA	20.992263	6.90917	3.513858	1.091408	0	NA	NA	NA
mAOC0450	mAOC-CD40	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;MKP;Monocyte	B;Monocyte;NK/T	B;Monocyte	B;Monocyte	B;Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	2360	2360	2359	-5531.978745	-4002.216646	-3736.384747	1529.762099	265.8319	TRUE	0.933593	noise_3sd	0.933593	2.205205	0.749152	1.70501	0.590448	1.016167	2.331739	0.114381	0.396346	0.482267	0.270405	0.448959	0.280635	0.833555	1.497329	0.118659	0.045643	9.842727	1308	11981	73.039984	26.179929	36.669726	4.991326	2.092124	1.751873	847	87.131051	4.581257	4.72255
mAOC0451	mAOC-CD40	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;MKP;Monocyte	B;Monocyte;NK/T	B;Monocyte	B;Monocyte	B;Monocyte	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	2360	2360	2359	-5531.978745	-4002.206198	-3736.387351	1529.772547	265.818847	TRUE	0.98516	noise_3sd	0.98516	1.091881	0.910952	1.047206	0.586397	0.99191	1.656633	0.132921	0.033324	0.769976	0.313819	0.07644	0.609741	2.43925	0.82749	0.002866	0.031453	9.2031	1223	12066	62.221371	26.179929	34.600452	4.729837	2.159234	1.804013	847	85.123967	4.034721	4.72255
mAOC0452	mAOC-CD154	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	3	normalmixEM	470	470	470	-314.152409	-76.420797	-52.468378	237.731613	23.952419	TRUE	0.793584	noise_3sd	0.793584	1.815852	0.663809	2.174876	0.447596	0.902112	2.824147	0.115329	0.30458	0.214321	0.615097	0.380648	0.004255	1.082414	3.704047	0.100424	1.1e-05	0.842802	112	13177	592.467936	1.757598	28.824238	6.839904	2.741695	1.103981	116	2.586207	0.82745	75
mAOC0453	mAOC-HLA-ABC	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	B;Monocyte;NK/T	Monocyte;NK/T			FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	2	normalmixEM	521	521	521	-285.807083	-74.304748	-71.729714	211.502335	2.575033	TRUE	0.758273	noise_3sd	0.758273	NA	0.625244	NA	0.449348	0.891914	NA	0.102975	0.302754	NA	0.498207	0.501793	NA	1.090792	NA	0.114079	NA	1.271728	169	13120	641.350368	NA	21.796911	6.470238	3.356155	1.046363	0	NA	NA	NA
mAOC0454	mAOC-CD123	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;GMP-L	local_marker_prior	0.95	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L	CLP;GMP-L	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	3000	10038	9906	-6520.4883	-5100.899048	-4936.931636	1419.589252	163.967413	TRUE	0.941643	noise_3sd	0.941643	3.376858	0.78654	2.034396	0.634507	1.58176	2.774162	0.102379	0.598366	0.977942	0.169045	0.793216	0.03774	1.351781	0.756452	0.066879	0.027937	56.625781	7525	5764	14.279725	3.778171	34.939649	2.256028	1.567828	1.461505	1169	82.207015	54.158416	8.041061
mAOC0455	mAOC-CD49f	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	MEBEMP-L;MKP;Monocyte	HSC_MPP;MEBEMP-L;MKP	MEBEMP-L;MKP		HSC_MPP	TRUE	No observed ADT-high group overlaps expected prior groups.	clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	3	normalmixEM	3000	6812	6777	-5367.113499	-1974.188849	-1000.472801	3392.924651	973.716048	TRUE	0.840254	noise_3sd	0.840254	2.029219	0.746944	1.826235	0.604605	1.063325	2.224674	0.078549	0.321965	0.934683	0.394923	0.507655	0.097422	1.145328	0.924164	0.088312	0.036551	26.172022	3478	9811	16.184669	0.387518	46.160733	2.047468	1.272474	1.176062	8254	25.490671	27.288977	48.073661
mAOC0459	mAOC-CD183	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;Monocyte;NK/T	CLP;MEBEMP-L;NK/T	NK/T	NK/T	NK/T	FALSE		clr_positive_only	ok		trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	3	normalmixEM	1885	1885	1884	-3623.417519	-2101.229571	-1841.022541	1522.187948	260.20703	TRUE	0.899116	noise_3sd	0.899116	2.357043	0.747484	1.987022	0.554753	1.186711	2.144835	0.114788	0.390111	0.746943	0.340378	0.532495	0.127127	1.251653	0.842637	0.082115	0.063604	7.321845	973	12316	253.73155	1.571239	36.790813	4.63823	2.054694	1.505308	116	32.758621	7.097852	44.827586
mAOC0460	mAOC-CD195	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;MKP;Monocyte	MKP;Monocyte	Monocyte;NK/T	Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	2	normalmixEM	625	625	625	-422.644712	-152.591696	-158.686362	270.053016	-6.094666	TRUE	0.806512	noise_3sd	0.806512	NA	0.665773	NA	0.475361	0.968769	NA	0.110384	0.307386	NA	0.494508	0.505492	NA	1.181054	NA	0.101674	NA	1.610354	214	13075	442.564707	4.883482	20.291681	6.014573	3.460204	1.112543	311	6.752412	1.487132	77.170418
mAOC0461	mAOC-CD185	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;NK/T	local_marker_prior	0.95	B;MKP;NK/T	B;CLP;MKP	B;MKP	B;NK/T	B	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	2	normalmixEM	435	435	435	-28.935306	120.732404	106.771856	149.66771	-13.960549	FALSE	0.849656	noise_3sd	0.849656	NA	0.73493	NA	0.470097	0.885026	NA	0.12652	0.285397	NA	0.7754	0.2246	NA	1.007314	NA	0.081209	NA	0.368726	49	13240	723.11759	2.716204	17.188105	6.321837	3.948992	1.09693	768	0.78125	0.343423	84.114583
mAOC0464	mAOC-CD141	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.82	MKP;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		clr_positive_only	ok		rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	3	normalmixEM	886	886	886	-1172.294024	-779.891947	-756.731378	392.402076	23.160569	TRUE	0.887879	noise_3sd	0.887879	1.346444	0.722993	1.056506	0.502362	0.888095	1.373301	0.128506	0.152783	0.385057	0.411662	0.20109	0.387248	1.371308	0.902139	0.04584	0.103081	2.957333	393	12896	279.151028	4.51307	25.46314	5.906926	2.911763	1.332005	195	4.102564	2.940278	86.153846
