feature_id	feature_name	target_class	assay	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	target_status	n_cells	n_nonzero_raw	zero_rate	nonzero_rate	mean_clr	median_clr	sd_clr	min_clr	q05_clr	q25_clr	q75_clr	q95_clr	max_clr	dynamic_range_clr	raw_mean_umi	raw_median_umi	raw_total_umi	selected_threshold_clr	selected_threshold_method	positive_rate	positive_n_cells	negative_n_cells	target_n_cells	non_target_n_cells	target_positive_rate	non_target_positive_rate	snr_raw	tnr_raw	target_dropout_pct	positive_cv_raw	distribution_status	gmm_quality_status	gmm_quality_message	adt_signal_class	adt_signal_reason	message
mAOC0541	mAOC-KLB	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	B;ERYP;HSC_MPP	B			FALSE		no_target_groups	13289	1075	91.910603	8.089397	0.079005	0	0.304725	0	0	0	0	0.610885	2.526452	0.610885	0.47957	0	6373	0.914461	noise_3sd	3.77756	502	12787	0	13289	NA	NA	116.801129	NA	NA	26.380892	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0542	mAOC-CD107a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	GMP-L;Monocyte;NK/T	Monocyte;NK/T			FALSE		no_target_groups	13289	372	97.200692	2.799308	0.015336	0	0.098952	0	0	0	0	0	1.853702	0	0.187749	0	2495	0.833886	noise_3sd	0.331101	44	13245	0	13289	NA	NA	577.400319	NA	NA	17.234659	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0543	mAOC-GARP	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;MKP	MKP	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	13289	283	97.870419	2.129581	0.010764	0	0.081797	0	0	0	0	0	1.195763	0	0.162014	0	2153	0.75681	noise_3sd	0.398826	53	13236	116	13173	0.862069	0.394747	705.293073	1.658987	85.344828	14.155512	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0544	mAOC-MICA	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	GMP-L;HSC_MPP;MKP	MKP			FALSE		no_target_groups	13289	475	96.425615	3.574385	0.022358	0	0.128119	0	0	0	0	0	1.643838	0	0.305365	0	4058	0.771343	noise_3sd	0.895477	119	13170	0	13289	NA	NA	621.967319	NA	NA	21.452499	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0545	mAOC-CD335	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;Monocyte;NK/T	Monocyte;NK/T	NK/T	NK/T	FALSE		ok	13289	671	94.950711	5.049289	0.039036	0	0.18898	0	0	0	0	0.298155	2.105551	0.298155	0.513206	0	6820	0.821969	noise_3sd	1.85868	247	13042	116	13173	5.172414	1.8295	530.840268	1.604198	67.241379	24.131174	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0548	mAOC-SLC40A1	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	ERYP;Monocyte	llm_marker_prior	0.82	MKP;Monocyte;NK/T	ERYP;GMP-L;MKP	MKP	Monocyte	ERYP	FALSE		ok	13289	650	95.108737	4.891263	0.035021	0	0.171319	0	0	0	0	0	1.87748	0	0.423433	0	5627	0.784669	noise_3sd	1.66303	221	13068	635	12654	2.204724	1.635846	477.532302	2.268081	93.543307	22.891128	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0549	mAOC-CD366	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	CLP;HSC_MPP;Monocyte	CLP;MEBEMP-L;Monocyte	CLP;Monocyte			FALSE		no_target_groups	13289	7007	47.27218	52.72782	0.869338	0.596062	1.011295	0	0	0	1.650652	2.839491	3.933949	2.839491	5.664008	1	75269	0.998608	noise_3sd	37.391828	4969	8320	0	13289	NA	NA	45.211406	NA	NA	31.312105	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0550	mAOC-CD262	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	CLP;HSC_MPP;Monocyte	Monocyte			FALSE		no_target_groups	13289	324	97.561893	2.438107	0.013576	0	0.095445	0	0	0	0	0	1.423258	0	0.217323	0	2888	0.838118	noise_3sd	0.338626	45	13244	0	13289	NA	NA	972.410929	NA	NA	17.257808	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0551	mAOC-CD269	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;MEBEMP-L			B	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	13289	743	94.40891	5.59109	0.044103	0	0.204095	0	0	0	0	0.423825	2.177466	0.423825	0.525924	0	6989	0.830866	noise_3sd	1.99413	265	13024	652	12637	2.607362	1.962491	440.852217	1.525663	93.09816	24.484742	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0553	mAOC-TSHR	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T	GMP-L;MEBEMP-L;MKP	MKP			FALSE		no_target_groups	13289	213	98.397171	1.602829	0.006883	0	0.059586	0	0	0	0	0	1.090742	0	0.103996	0	1382	0.714634	noise_3sd	0.173075	23	13266	0	13289	NA	NA	732.106661	NA	NA	13.080758	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0554	mAOC-CD309	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;MKP;NK/T	MEBEMP-L;MKP;Monocyte	MKP	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	13289	492	96.29769	3.70231	0.023171	0	0.130423	0	0	0	0	0	1.703473	0	0.295357	0	3925	0.789115	noise_3sd	0.857852	114	13175	116	13173	3.448276	0.835041	531.523888	2.332623	68.103448	20.509581	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0555	mAOC-VISTA	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	CLP;HSC_MPP;MEBEMP-L		Monocyte		TRUE	No observed validation-high group overlaps expected prior groups.	ok	13289	138	98.961547	1.038453	0.003478	0	0.037688	0	0	0	0	0	0.840934	0	0.055986	0	744	NA		NA	NA	NA	195	13094	NA	NA	NA	4.941681	96.923077	NA	unimodal_like	unimodal_like	BIC did not support k >= 2.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	BIC did not support k >= 2.; 
mAOC0556	mAOC-CD197	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;CLP;NK/T	NK/T	NK/T	NK/T	FALSE		ok	13289	357	97.313568	2.686432	0.014604	0	0.097023	0	0	0	0	0	1.528275	0	0.203477	0	2704	0.850965	noise_3sd	0.346151	46	13243	116	13173	1.724138	0.334017	733.707235	1.83506	81.034483	15.278172	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0561	mAOC-CD32b	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;MEBEMP-L		Monocyte	B	FALSE		ok	13289	308	97.682294	2.317706	0.01324	0	0.096253	0	0	0	0	0	1.638841	0	0.214463	0	2850	0.777756	noise_3sd	0.459026	61	13228	847	12442	0.708383	0.442051	980.879146	2.75428	96.576151	19.159005	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0562	mAOC-CD332	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;MKP;NK/T	GMP-L;HSC_MPP;MKP	MKP			FALSE		no_target_groups	13289	19	99.857025	0.142975	0.000136	0	0.005084	0	0	0	0	0	0.350363	0	0.001731	0	23	NA		NA	NA	NA	0	13289	NA	NA	NA	NA	NA	NA	fit_failed	fit_failed	Too few cells in fit input.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	Too few cells in fit input.; No expected_positive_groups available for TNR.
mAOC0564	mAOC-CD338	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MKP;NK/T	MKP;NK/T			TRUE	No observed ADT-high group overlaps expected prior groups.	ok	13289	211	98.412221	1.587779	0.006458	0	0.055639	0	0	0	0	0	1.193735	0	0.079464	0	1056	0.671115	noise_3sd	0.13545	18	13271	8254	5035	0.060577	0.258193	426.49701	0.55275	98.885389	16.168735	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0567	mAOC-CD20	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B	B	FALSE		ok	13289	1645	87.621341	12.378659	0.207038	0	0.696075	0	0	0	0	1.668855	4.766685	1.668855	2.224923	0	29567	1.122324	noise_3sd	6.162992	819	12470	652	12637	98.006135	1.424389	184.1469	71.841386	0.460123	32.742181	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	; 
mAOC0569	mAOC-FZD5	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	GMP-L;Monocyte;NK/T	ERYP;GMP-L;MKP	GMP-L			FALSE		no_target_groups	13289	2383	82.067876	17.932124	0.156136	0	0.378574	0	0	0	0	0.991009	3.082209	0.991009	0.841147	0	11178	0.791245	noise_3sd	7.901272	1050	12239	0	13289	NA	NA	76.737905	NA	NA	31.731026	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0570	mAOC-GLP1R	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	GMP-L;MEBEMP-L;MKP				FALSE		no_target_groups	13289	161	98.788472	1.211528	0.004551	0	0.044519	0	0	0	0	0	0.889914	0	0.064715	0	860	NA		NA	NA	NA	0	13289	NA	NA	NA	NA	NA	NA	unimodal_like	unimodal_like	BIC did not support k >= 2.	no_target_threshold_unavailable	No expected target groups and no usable threshold was selected.	BIC did not support k >= 2.; No expected_positive_groups available for TNR.
mAOC0576	mAOC-SIGLEC15	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	HSC_MPP;MKP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	13289	1737	86.929039	13.070961	0.136566	0	0.419412	0	0	0	0	1.06427	5.112916	1.06427	1.4737	0	19584	0.873093	noise_3sd	6.576868	874	12415	195	13094	51.794872	5.903467	243.375667	9.178433	29.74359	40.723957	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	; 
mAOC0580	mAOC-CD202b	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		no_target_groups	13289	427	96.786816	3.213184	0.019177	0	0.114456	0	0	0	0	0	1.585329	0	0.208217	0	2767	0.761936	noise_3sd	0.790127	105	13184	0	13289	NA	NA	421.571624	NA	NA	17.226024	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0581	mAOC-CD154	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	13289	470	96.46324	3.53676	0.022308	0	0.132325	0	0	0	0	0	3.038465	0	0.266611	0	3543	0.773905	noise_3sd	0.872902	116	13173	116	13173	2.586207	0.857815	593.547391	1.757598	75	29.148589	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0582	mAOC-CD46	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	ERYP;MEBEMP-L;MKP	ERYP;HSC_MPP;MKP	ERYP;MKP			FALSE		no_target_groups	13289	13268	0.158025	99.841975	2.835147	2.931462	0.713329	0	1.526002	2.412304	3.349554	3.834871	4.846775	2.30887	25.70532	22	341598	3.82011	noise_3sd	5.36534	713	12576	0	13289	NA	NA	2.966875	NA	NA	4.177853	ok	bimodal_candidate		no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0583	mAOC-CD74	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;CLP;Monocyte	B;CLP;HSC_MPP	B;CLP	B;Monocyte	B	FALSE		ok	13289	8322	37.376778	62.623222	0.745166	0.622101	0.74731	0	0	0	1.235923	2.129762	4.917753	2.129762	2.874257	1	38196	0.919896	noise_3sd	39.83746	5294	7995	847	12442	84.297521	36.810802	11.808573	5.666777	4.72255	35.041635	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	; 
mAOC0584	mAOC-CD116	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	GMP-L;Monocyte	local_marker_prior	0.95	CLP;Monocyte;NK/T	CLP;GMP-L;Monocyte	CLP;Monocyte	Monocyte	GMP-L;Monocyte	FALSE		ok	13289	2259	83.000978	16.999022	0.214061	0	0.584142	0	0	0	0	1.492931	4.314588	1.492931	1.591692	0	21152	0.937603	noise_3sd	9.03755	1201	12088	858	12431	30.06993	7.585874	126.844209	11.037015	63.403263	43.583562	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	; 
mAOC0585	mAOC-FCER1A	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			FALSE		no_target_groups	13289	469	96.470765	3.529235	0.022193	0	0.12744	0	0	0	0	0	1.749105	0	0.262774	0	3492	0.774108	noise_3sd	0.880427	117	13172	0	13289	NA	NA	548.147439	NA	NA	17.614135	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0586	mAOC-CD50	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;MEBEMP-L				FALSE		no_target_groups	13289	451	96.606216	3.393784	0.018862	0	0.108941	0	0	0	0	0	1.346402	0	0.173753	0	2309	0.762061	noise_3sd	0.594477	79	13210	0	13289	NA	NA	233.303351	NA	NA	14.68129	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0587	mAOC-CD210b	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte			FALSE		no_target_groups	13289	573	95.688163	4.311837	0.028714	0	0.147978	0	0	0	0	0	1.875983	0	0.285274	0	3791	0.760416	noise_3sd	1.369554	182	13107	0	13289	NA	NA	405.281574	NA	NA	21.573993	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0588	mAOC-CD218a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	llm_marker_prior	0.85	MKP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L		Monocyte;NK/T		TRUE	No observed validation-high group overlaps LLM expected groups.	ok	13289	728	94.521785	5.478215	0.041635	0	0.191566	0	0	0	0	0.391934	1.953055	0.391934	0.368425	0	4896	0.809469	noise_3sd	2.061856	274	13015	311	12978	3.215434	2.034212	292.00365	4.567311	81.993569	23.041311	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0589	mAOC-IL1RAP	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	GMP-L;HSC_MPP;MEBEMP-L	llm_marker_prior	0.78	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP		MEBEMP-L	TRUE	LLM confidence below threshold.	ok	13289	386	97.095342	2.904658	0.015048	0	0.0937	0	0	0	0	0	1.218168	0	0.135827	0	1805	0.750409	noise_3sd	0.459026	61	13228	10815	2474	0.268146	1.293452	165.766005	0.47586	98.021267	14.311557	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0590	mAOC-CD360	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.85	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B;NK/T	B;CLP;NK/T	FALSE		ok	13289	688	94.822786	5.177214	0.037331	0	0.176386	0	0	0	0	0.344136	2.476046	0.344136	0.305516	0	4060	0.785031	noise_3sd	1.775905	236	13053	1274	12015	1.648352	1.78943	241.722222	1.4437	91.44427	23.755267	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0591	mAOC-CD85f	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;MKP;Monocyte	MKP;Monocyte	Monocyte	Monocyte	FALSE		ok	13289	778	94.145534	5.854466	0.053333	0	0.254395	0	0	0	0	0.424604	2.882928	0.424604	0.45549	0	6053	0.886182	noise_3sd	2.302656	306	12983	195	13094	81.538462	1.122652	300.910555	31.552397	8.717949	33.395701	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0592	mAOC-CD85a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	CLP;Monocyte;NK/T	CLP;GMP-L;Monocyte	CLP;Monocyte	Monocyte	Monocyte	FALSE		ok	13289	662	95.018436	4.981564	0.044936	0	0.236326	0	0	0	0	0	2.891254	0	0.339077	0	4506	0.918148	noise_3sd	1.685605	224	13065	195	13094	82.051282	0.488773	139.429166	42.957586	6.666667	30.490161	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0593	mAOC-CD6	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.88	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B;NK/T	B;CLP;NK/T	FALSE		ok	13289	543	95.913914	4.086086	0.026768	0	0.144587	0	0	0	0	0	2.304202	0	0.241704	0	3212	0.744366	noise_3sd	1.256678	167	13122	1274	12015	4.55259	0.907199	344.885585	2.813267	87.519623	28.387955	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0598	mAOC-CD89	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	GMP-L;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	13289	1842	86.138912	13.861088	0.169028	0	0.483528	0	0	0	0	1.442566	3.345188	1.442566	1.394612	0	18533	0.93583	noise_3sd	7.803446	1037	12252	195	13094	13.846154	7.713457	193.016417	4.77333	67.692308	28.071834	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	; 
mAOC0599	mAOC-CD23	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	ERYP;MKP;NK/T	B;GMP-L;Monocyte			B	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	13289	86	99.352848	0.647152	0.001976	0	0.028795	0	0	0	0	0	0.802405	0	0.022801	0	303	0.495791	noise_3sd	0.142975	19	13270	652	12637	0	0.150352	71.111962	1.22412	99.386503	13.352942	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0600	mAOC-CD316	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;NK/T	NK/T			FALSE		no_target_groups	13289	793	94.032659	5.967341	0.050979	0	0.226447	0	0	0	0	0.472776	2.307842	0.472776	0.488449	0	6491	0.88161	noise_3sd	2.347806	312	12977	0	13289	NA	NA	325.726548	NA	NA	22.634045	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0601	mAOC-CD126	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	CLP;GMP-L;Monocyte	CLP;GMP-L;Monocyte	CLP;GMP-L;Monocyte	Monocyte	Monocyte	FALSE		ok	13289	2572	80.645647	19.354353	0.187043	0	0.438357	0	0	0	0	1.217448	2.985394	1.217448	0.868086	0	11536	0.798512	noise_3sd	10.301753	1369	11920	847	12442	5.548996	10.625301	64.131883	1.632795	83.825266	31.463425	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0602	mAOC-CD132	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	CLP;HSC_MPP;NK/T	B;CLP;NK/T	CLP;NK/T	CLP;NK/T	CLP;NK/T	FALSE		ok	13289	1930	85.47671	14.52329	0.113698	0	0.30693	0	0	0	0	0.886926	2.499979	0.886926	0.44804	0	5954	0.728246	noise_3sd	5.854466	778	12511	622	12667	12.700965	5.518276	53.099757	1.765532	68.488746	26.656887	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	; 
mAOC0603	mAOC-CD130	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MEBEMP-L;Monocyte;NK/T	MEBEMP-L;MKP;Monocyte	MEBEMP-L;Monocyte			FALSE		no_target_groups	13289	1567	88.208293	11.791707	0.096965	0	0.297164	0	0	0	0	0.701303	2.575981	0.701303	0.468282	0	6223	0.880864	noise_3sd	4.251637	565	12724	0	13289	NA	NA	72.299783	NA	NA	27.446607	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0604	mAOC-CD127	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	NK/T	CLP;NK/T	FALSE		ok	13289	245	98.15637	1.84363	0.008272	0	0.065928	0	0	0	0	0	1.061187	0	0.127022	0	1688	0.697492	noise_3sd	0.203176	27	13262	622	12667	0.160772	0.205258	848.266499	0.841735	96.141479	11.031397	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0605	mAOC-CD158k	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;Monocyte;NK/T	GMP-L;HSC_MPP;Monocyte	Monocyte	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	13289	1162	91.255926	8.744074	0.081464	0	0.309238	0	0	0	0	0.623833	4.339079	0.623833	0.956731	0	12714	0.82782	noise_3sd	3.980736	529	12760	116	13173	22.413793	3.818416	348.961958	1.833375	55.172414	39.385888	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0606	mAOC-CD98	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	ERYP;GMP-L;MKP	CLP;HSC_MPP;MKP	MKP			FALSE		no_target_groups	13289	9286	30.122658	69.877342	0.882477	0.853521	0.752864	0	0	0	1.446131	2.183567	3.761759	2.183567	3.114681	2	41391	0.91578	noise_3sd	48.875009	6495	6794	0	13289	NA	NA	10.558481	NA	NA	30.761496	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0607	mAOC-TGFBR2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	B;Monocyte;NK/T	B;MEBEMP-L;NK/T	B;NK/T			FALSE		no_target_groups	13289	733	94.48416	5.51584	0.041591	0	0.191689	0	0	0	0	0.398451	2.173751	0.398451	0.39401	0	5236	0.797626	noise_3sd	1.97908	263	13026	0	13289	NA	NA	337.533148	NA	NA	23.431312	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0608	mAOC-CDH8	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	CLP;GMP-L;HSC_MPP				FALSE		no_target_groups	13289	580	95.635488	4.364512	0.028746	0	0.151799	0	0	0	0	0	2.069721	0	0.291369	0	3872	0.737431	noise_3sd	1.264203	168	13121	0	13289	NA	NA	269.493993	NA	NA	29.665458	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
