feature_id	feature_name	target_class	assay	group_by	expected_positive_groups	prior_method	prior_confidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	step5_needs_manual_review	step5_review_reason	target_status	n_cells	n_nonzero_raw	zero_rate	nonzero_rate	mean_clr	median_clr	sd_clr	min_clr	q05_clr	q25_clr	q75_clr	q95_clr	max_clr	dynamic_range_clr	raw_mean_umi	raw_median_umi	raw_total_umi	selected_threshold_clr	selected_threshold_method	positive_rate	positive_n_cells	negative_n_cells	target_n_cells	non_target_n_cells	target_positive_rate	non_target_positive_rate	snr_raw	tnr_raw	target_dropout_pct	positive_cv_raw	distribution_status	gmm_quality_status	gmm_quality_message	adt_signal_class	adt_signal_reason	message
mAOC0454	mAOC-CD123	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;GMP-L	local_marker_prior	0.95	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L	CLP;GMP-L	FALSE		ok	13289	10038	24.463842	75.536158	1.107011	1.021186	0.882987	0	0	0.467605	1.756707	2.593433	5.356432	2.593433	5.121604	2	68061	0.941643	noise_3sd	56.625781	7525	5764	1169	12120	82.207015	54.158416	14.279725	3.778171	8.041061	34.939649	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	; 
mAOC0455	mAOC-CD49f	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP	local_marker_prior	0.95	MEBEMP-L;MKP;Monocyte	HSC_MPP;MEBEMP-L;MKP	MEBEMP-L;MKP		HSC_MPP	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	13289	6812	48.739559	51.260441	0.511771	0.492556	0.659053	0	0	0	0.899358	1.650953	5.536941	1.650953	2.224697	1	29564	0.840254	noise_3sd	26.172022	3478	9811	8254	5035	25.490671	27.288977	16.184669	0.387518	48.073661	46.160733	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0459	mAOC-CD183	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;Monocyte;NK/T	CLP;MEBEMP-L;NK/T	NK/T	NK/T	NK/T	FALSE		ok	13289	1885	85.815336	14.184664	0.155152	0	0.449413	0	0	0	0	1.196256	4.112102	1.196256	1.808563	0	24034	0.899116	noise_3sd	7.321845	973	12316	116	13173	32.758621	7.097852	253.73155	1.571239	44.827586	36.790813	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	; 
mAOC0460	mAOC-CD195	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;MKP;Monocyte	MKP;Monocyte	Monocyte;NK/T	Monocyte	FALSE		ok	13289	625	95.296862	4.703138	0.034101	0	0.169911	0	0	0	0	0	2.007314	0	0.382121	0	5078	0.806512	noise_3sd	1.610354	214	13075	311	12978	6.752412	1.487132	442.564707	4.883482	77.170418	20.291681	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0461	mAOC-CD185	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;NK/T	local_marker_prior	0.95	B;MKP;NK/T	B;CLP;MKP	B;MKP	B;NK/T	B	FALSE		ok	13289	435	96.726616	3.273384	0.01845	0	0.10978	0	0	0	0	0	1.51285	0	0.232373	0	3088	0.849656	noise_3sd	0.368726	49	13240	768	12521	0.78125	0.343423	723.11759	2.716204	84.114583	17.188105	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0464	mAOC-CD141	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.82	MKP;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	13289	886	93.332832	6.667168	0.061136	0	0.258387	0	0	0	0	0.523096	2.722711	0.523096	0.561592	0	7463	0.887879	noise_3sd	2.957333	393	12896	195	13094	4.102564	2.940278	279.151028	4.51307	86.153846	25.46314	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0465	mAOC-CD58	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	GMP-L;MKP;NK/T	B;CLP;Monocyte				FALSE		no_target_groups	13289	105	99.209873	0.790127	0.002337	0	0.029602	0	0	0	0	0	0.795993	0	0.042742	0	568	NA		NA	NA	NA	0	13289	NA	NA	NA	NA	NA	NA	unimodal_like	unimodal_like	BIC did not support k >= 2.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	BIC did not support k >= 2.; No expected_positive_groups available for TNR.
mAOC0467	mAOC-CD24	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP	local_marker_prior	0.95	B;MKP;NK/T	B;MKP;NK/T	B;MKP;NK/T	B	B	FALSE		ok	13289	280	97.892994	2.107006	0.010425	0	0.078186	0	0	0	0	0	1.220172	0	0.155918	0	2072	0.844735	noise_3sd	0.203176	27	13262	1158	12131	0.345423	0.189597	760.642249	1.630091	97.495682	11.196152	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0470	mAOC-CD192	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;GMP-L;NK/T	CLP;GMP-L;Monocyte	GMP-L		Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	13289	175	98.683121	1.316879	0.005091	0	0.04874	0	0	0	0	0	1.166917	0	0.083001	0	1103	0.499839	noise_3sd	0.346151	46	13243	195	13094	0.512821	0.343669	1002.938406	4.550252	98.461538	21.405307	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0472	mAOC-CD163	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.95	B;GMP-L;Monocyte	CLP;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	13289	39	99.706524	0.293476	0.000366	0	0.007844	0	0	0	0	0	0.354613	0	0.009331	0	124	NA		NA	NA	NA	195	13094	NA	NA	NA	5.128205	98.974359	NA	fit_failed	fit_failed	Too few cells in fit input.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	Too few cells in fit input.; 
mAOC0473	mAOC-CD163	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.95	B;GMP-L;Monocyte	CLP;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	13289	39	99.706524	0.293476	0.000366	0	0.007844	0	0	0	0	0	0.354613	0	0.009331	0	124	NA		NA	NA	NA	195	13094	NA	NA	NA	5.128205	98.974359	NA	fit_failed	fit_failed	Too few cells in fit input.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	Too few cells in fit input.; 
mAOC0474	mAOC-CD303	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	ERYP;GMP-L;MKP	B;CLP;ERYP	ERYP			FALSE		no_target_groups	13289	50	99.623749	0.376251	0.000657	0	0.012063	0	0	0	0	0	0.433065	0	0.014749	0	196	NA		NA	NA	NA	0	13289	NA	NA	NA	NA	NA	NA	unimodal_like	unimodal_like	BIC did not support k >= 2.	no_target_no_signal	No expected target groups and global raw/CLR signal is low.	BIC did not support k >= 2.; No expected_positive_groups available for TNR.
mAOC0476	mAOC-CD127	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	NK/T	CLP;NK/T	FALSE		ok	13289	245	98.15637	1.84363	0.008272	0	0.065928	0	0	0	0	0	1.061187	0	0.127022	0	1688	0.687042	noise_3sd	0.210701	28	13261	622	12667	0.160772	0.213152	826.309698	0.841735	96.141479	11.529197	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0478	mAOC-CD93	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	HSC_MPP;Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	13289	221	98.33697	1.66303	0.007443	0	0.063233	0	0	0	0	0	1.095228	0	0.111521	0	1482	0.720475	noise_3sd	0.1806	24	13265	8449	4840	0.130193	0.268595	594.509804	0.77471	98.567878	13.210791	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0479	mAOC-CD23	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B	local_marker_prior	0.95	ERYP;MKP;NK/T	B;GMP-L;Monocyte			B	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	13289	86	99.352848	0.647152	0.001976	0	0.028795	0	0	0	0	0	0.802405	0	0.022801	0	303	0.496133	noise_3sd	0.142975	19	13270	652	12637	0	0.150352	71.111962	1.22412	99.386503	13.352942	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0481	mAOC-CD71	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	ERYP	local_marker_prior	0.95	ERYP;MKP;NK/T	ERYP;GMP-L;MEBEMP-L	ERYP	ERYP	ERYP	FALSE		ok	13289	261	98.03597	1.96403	0.009315	0	0.073509	0	0	0	0	0	1.262889	0	0.123561	0	1642	0.711403	noise_3sd	0.278426	37	13252	440	12849	0.909091	0.256829	579.799991	0.378314	98.181818	17.594071	ok	rare_positive	Positive rate is below pass threshold.	no_target_enrichment	Target and non-target signal are not clearly separated.	; 
mAOC0482	mAOC-CD7	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	B;MKP;NK/T	CLP;ERYP;NK/T	NK/T	NK/T	CLP;NK/T	FALSE		ok	13289	104	99.217398	0.782602	0.002139	0	0.027007	0	0	0	0	0	0.752258	0	0.036496	0	485	NA		NA	NA	NA	622	12667	NA	NA	NA	1.200554	98.392283	NA	unimodal_like	unimodal_like	BIC did not support k >= 2.	no_target_enrichment	No threshold and no clear target raw enrichment.	BIC did not support k >= 2.; 
mAOC0485	mAOC-CD25	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	CLP;NK/T	local_marker_prior	0.95	MEBEMP-L;MKP;Monocyte	GMP-L;HSC_MPP;MEBEMP-L	MEBEMP-L			TRUE	No observed ADT-high group overlaps expected prior groups.	ok	13289	9	99.932275	0.067725	4.8e-05	0	0.002407	0	0	0	0	0	0.224139	0	0.000753	0	10	NA		NA	NA	NA	622	12667	NA	NA	NA	0	100	NA	fit_failed	fit_failed	Too few cells in fit input.	no_target_enrichment	No threshold and no clear target raw enrichment.	Too few cells in fit input.; 
mAOC0486	mAOC-CD2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;MKP;NK/T	CLP;ERYP;NK/T	NK/T	NK/T	NK/T	FALSE		ok	13289	539	95.944014	4.055986	0.028586	0	0.157113	0	0	0	0	0	3.789733	0	0.347957	0	4624	0.819492	noise_3sd	1.241628	165	13124	116	13173	0.862069	1.244971	404.395024	1.366999	74.137931	28.1366	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0488	mAOC-CD62L	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;HSC_MPP;NK/T	NK/T	NK/T	CLP;NK/T	FALSE		ok	13289	367	97.238317	2.761683	0.016003	0	0.107399	0	0	0	0	0	3.452021	0	0.232373	0	3088	0.802198	noise_3sd	0.571902	76	13213	1274	12015	0.706436	0.557636	725.416182	1.399383	95.290424	31.106473	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0490	mAOC-CD158a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	GMP-L;Monocyte;NK/T	GMP-L	GMP-L	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	13289	136	98.976597	1.023403	0.003725	0	0.043707	0	0	0	0	0	1.888078	0	0.062608	0	832	0.920047	noise_3sd	0.022575	3	13286	116	13173	0	0.022774	148.53913	2.084951	90.517241	31.352044	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0492	mAOC-CD115	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	13289	217	98.367071	1.632929	0.008096	0	0.068948	0	0	0	0	0	1.09155	0	0.138912	0	1846	0.977131	noise_3sd	0.052675	7	13282	195	13094	0	0.05346	394.883695	6.372358	95.384615	4.57695	ok	threshold_uncertain	First two components have high overlap.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0496	mAOC-CD272	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;NK/T	llm_marker_prior	0.85	MKP;Monocyte;NK/T	B;Monocyte;NK/T	Monocyte;NK/T	NK/T	B;NK/T	FALSE		ok	13289	456	96.568591	3.431409	0.022201	0	0.134547	0	0	0	0	0	3.464041	0	0.355783	0	4728	0.879417	noise_3sd	0.662202	88	13201	1274	12015	0.863422	0.640866	885.395537	1.410168	93.799058	27.213077	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0500	mAOC-CD16a	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	local_marker_prior	0.95	GMP-L;MKP;Monocyte	MEBEMP-L;Monocyte;NK/T	Monocyte	Monocyte	Monocyte;NK/T	FALSE		ok	13289	35	99.736624	0.263376	0.000434	0	0.009413	0	0	0	0	0	0.415464	0	0.01204	0	160	NA		NA	NA	NA	311	12978	NA	NA	NA	2.781994	98.713826	NA	fit_failed	fit_failed	Too few cells in fit input.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	Too few cells in fit input.; 
mAOC0505	mAOC-CD35	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	B;Monocyte	local_marker_prior	0.95	B;Monocyte;NK/T	B;GMP-L;Monocyte	B;Monocyte	B;Monocyte	B;Monocyte	FALSE		ok	13289	1734	86.951614	13.048386	0.216863	0	0.704107	0	0	0	0	1.941366	4.833295	1.941366	2.122733	0	28209	0.975958	noise_3sd	7.126195	947	12342	847	12442	95.749705	1.093072	143.077847	109.152674	1.062574	36.098842	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	target_enriched	Target cells are enriched by raw TNR and thresholded positive rate.	; 
mAOC0506	mAOC-CD31	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	B;Monocyte;NK/T	CLP;HSC_MPP;MKP				FALSE		no_target_groups	13289	789	94.062759	5.937241	0.045311	0	0.206659	0	0	0	0	0.455028	3.044171	0.455028	0.537813	0	7147	0.794033	noise_3sd	2.001656	266	13023	0	13289	NA	NA	439.738906	NA	NA	32.290167	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0507	mAOC-CD11c	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	B;MKP;NK/T	CLP;GMP-L;Monocyte			Monocyte	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	13289	111	99.164723	0.835277	0.002502	0	0.029806	0	0	0	0	0	0.643608	0	0.043118	0	573	NA		NA	NA	NA	195	13094	NA	NA	NA	5.722902	97.948718	NA	unimodal_like	unimodal_like	BIC did not support k >= 2.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	BIC did not support k >= 2.; 
mAOC0508	mAOC-CD157	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;MKP;Monocyte	MKP;Monocyte	Monocyte	Monocyte	FALSE		ok	13289	471	96.455715	3.544285	0.023998	0	0.140692	0	0	0	0	0	1.789096	0	0.360975	0	4797	0.857028	noise_3sd	0.955678	127	13162	195	13094	2.051282	0.939362	793.745786	6.208695	91.794872	19.845514	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0509	mAOC-CD277	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	B;ERYP;NK/T	NK/T			FALSE		no_target_groups	13289	471	96.455715	3.544285	0.023478	0	0.136725	0	0	0	0	0	1.770945	0	0.362781	0	4821	0.844231	noise_3sd	0.887952	118	13171	0	13289	NA	NA	782.257574	NA	NA	20.241386	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0518-1	mAOC-ACVR2B	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L				FALSE		no_target_groups	13289	419	96.847016	3.152984	0.018125	0	0.112985	0	0	0	0	0	2.428973	0	0.177515	0	2359	0.755808	noise_3sd	0.624577	83	13206	0	13289	NA	NA	203.535813	NA	NA	30.165956	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0519-1	mAOC-CD246	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T	CLP;HSC_MPP;Monocyte	Monocyte			FALSE		no_target_groups	13289	458	96.553541	3.446459	0.02032	0	0.118686	0	0	0	0	0	1.629417	0	0.241553	0	3210	0.724988	noise_3sd	0.850327	113	13176	0	13289	NA	NA	522.121236	NA	NA	20.911831	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0520	mAOC-TNFA	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte;NK/T	llm_marker_prior	0.85	B;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	Monocyte;NK/T	Monocyte;NK/T	FALSE		ok	13289	138	98.961547	1.038453	0.003415	0	0.036034	0	0	0	0	0	0.781006	0	0.051923	0	690	0.541694	noise_3sd	0.097825	13	13276	311	12978	1.286174	0.069348	385.254721	7.658833	91.961415	12.079494	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched_low_count	Very few positive cells, but positives are target-enriched; treat as biologically plausible but unstable.	; 
mAOC0522-1	mAOC-CD350	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	MKP;Monocyte;NK/T					FALSE		no_target_groups	13289	587	95.582813	4.417187	0.030354	0	0.158518	0	0	0	0	0	2.33694	0	0.378358	0	5028	0.796677	noise_3sd	1.234103	164	13125	0	13289	NA	NA	543.835082	NA	NA	25.236765	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0523-1	mAOC-GLP1R	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.9	B;Monocyte;NK/T	GMP-L;MEBEMP-L;MKP				FALSE		no_target_groups	13289	161	98.788472	1.211528	0.004551	0	0.044519	0	0	0	0	0	0.889914	0	0.064715	0	860	NA		NA	NA	NA	0	13289	NA	NA	NA	NA	NA	NA	unimodal_like	unimodal_like	BIC did not support k >= 2.	no_target_threshold_unavailable	No expected target groups and no usable threshold was selected.	BIC did not support k >= 2.; No expected_positive_groups available for TNR.
mAOC0524	mAOC-GPC2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		local_marker_prior:no_vote	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;NK/T	NK/T			FALSE		no_target_groups	13289	228	98.284295	1.715705	0.008201	0	0.068239	0	0	0	0	0	1.26623	0	0.137708	0	1830	0.725287	noise_3sd	0.233276	31	13258	0	13289	NA	NA	938.203344	NA	NA	14.368902	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0525	mAOC-HTR2B	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;Monocyte;NK/T	B;MEBEMP-L;MKP	B			FALSE		no_target_groups	13289	277	97.915569	2.084431	0.009234	0	0.068386	0	0	0	0	0	1.076394	0	0.121454	0	1614	0.764983	noise_3sd	0.1505	20	13269	0	13289	NA	NA	815.566989	NA	NA	11.010748	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0526	mAOC-CD213a2	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	MKP;Monocyte;NK/T	ERYP;HSC_MPP;MKP	MKP			FALSE		no_target_groups	13289	271	97.960719	2.039281	0.010135	0	0.076477	0	0	0	0	0	1.094714	0	0.147942	0	1966	0.656193	noise_3sd	0.481601	64	13225	0	13289	NA	NA	769.935021	NA	NA	15.194148	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0527	mAOC-CD220	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.85	B;Monocyte;NK/T	B;GMP-L;NK/T	B;NK/T			FALSE		no_target_groups	13289	516	96.117089	3.882911	0.023865	0	0.130104	0	0	0	0	0	1.682739	0	0.271804	0	3612	0.760775	noise_3sd	0.985778	131	13158	0	13289	NA	NA	460.29791	NA	NA	19.766797	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0528	mAOC-Galectin-3	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.9	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	13289	150	98.871247	1.128753	0.004061	0	0.040762	0	0	0	0	0	0.718643	0	0.066596	0	885	NA		NA	NA	NA	195	13094	NA	NA	NA	5.146435	97.948718	NA	unimodal_like	unimodal_like	BIC did not support k >= 2.	target_raw_enriched_no_threshold	Target raw UMI is enriched, but no usable threshold was selected.	BIC did not support k >= 2.; 
mAOC0529	mAOC-CD257	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	llm_marker_prior	0.85	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	Monocyte	Monocyte	FALSE		ok	13289	237	98.21657	1.78343	0.008352	0	0.06789	0	0	0	0	0	1.250245	0	0.145308	0	1931	0.729728	noise_3sd	0.195651	26	13263	195	13094	1.025641	0.18329	1293.974007	7.758373	96.410256	14.114706	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0530	mAOC-CD279	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	B;Monocyte;NK/T	B;ERYP;MEBEMP-L	B	NK/T		TRUE	No observed validation-high group overlaps expected prior groups.	ok	13289	255	98.08112	1.91888	0.008034	0	0.06111	0	0	0	0	0	0.903142	0	0.078185	0	1039	0.577466	noise_3sd	0.248326	33	13256	116	13173	0	0.250512	139.630075	2.685171	85.344828	14.028973	ok	threshold_uncertain	First two components have high overlap.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
mAOC0531	mAOC-TNFSF12	gene	ADT	Adult_cHSPCs_Ultima_majority_voting		llm_marker_prior:no_vote	0.82	MKP;Monocyte;NK/T	CLP;HSC_MPP;MKP	MKP			FALSE		no_target_groups	13289	263	98.02092	1.97908	0.00963	0	0.07403	0	0	0	0	0	1.080667	0	0.140718	0	1870	0.743441	noise_3sd	0.278426	37	13252	0	13289	NA	NA	589.169158	NA	NA	10.048179	ok	rare_positive	Positive rate is below pass threshold.	no_target_detected_signal	No expected target groups, but thresholded ADT signal is detected.	; No expected_positive_groups available for TNR.
mAOC0532	mAOC-CD314	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	NK/T	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;MKP;NK/T	MKP;NK/T	NK/T	NK/T	FALSE		ok	13289	544	95.906389	4.093611	0.028162	0	0.151599	0	0	0	0	0	1.83988	0	0.383851	0	5101	0.812407	noise_3sd	1.181428	157	13132	116	13173	7.758621	1.12351	590.392288	2.17818	70.689655	21.923539	ok	rare_positive	Positive rate is below pass threshold.	rare_target_enriched	Low global positive rate but target cells are enriched.	; 
mAOC0533	mAOC-CD274	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	B;HSC_MPP;Monocyte	Monocyte	Monocyte	Monocyte	FALSE		ok	13289	589	95.567763	4.432237	0.029918	0	0.153723	0	0	0	0	0	1.760255	0	0.347806	0	4622	0.81495	noise_3sd	1.241628	165	13124	195	13094	1.538462	1.237208	420.638945	4.495182	90.769231	21.668724	ok	rare_positive	Positive rate is below pass threshold.	rare_or_ambiguous	Low positive rate without clear target enrichment.	; 
mAOC0534	mAOC-CD64	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	Monocyte	local_marker_prior	0.95	MKP;Monocyte;NK/T	GMP-L;HSC_MPP;MEBEMP-L		Monocyte		TRUE	No observed validation-high group overlaps expected prior groups.	ok	13289	1870	85.928211	14.071789	0.182639	0	0.513755	0	0	0	0	1.557089	3.163887	1.557089	1.737151	0	23085	0.924605	noise_3sd	8.924675	1186	12103	195	13094	9.74359	8.912479	254.49162	3.905928	81.538462	29.626765	ok	trimodal_candidate	BIC selected k=3; inspect both threshold candidates.	ambiguous_trimodal	Trimodal distribution without clear target enrichment under selected threshold.	; 
mAOC0540	mAOC-CD117	gene	ADT	Adult_cHSPCs_Ultima_majority_voting	GMP-L;HSC_MPP;MEBEMP-L	local_marker_prior	0.95	MKP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L			GMP-L;MEBEMP-L	TRUE	No observed ADT-high group overlaps expected prior groups.	ok	13289	619	95.342012	4.657988	0.030989	0	0.153127	0	0	0	0	0	1.733108	0	0.323275	0	4296	0.749148	noise_3sd	1.497479	199	13090	10815	2474	1.054092	3.435732	386.358915	0.468715	96.643551	20.639157	ok	rare_positive	Positive rate is below pass threshold.	distribution_detected_but_off_target	A thresholded ADT-positive population exists, but it is not enriched in the expected target groups.	; 
